host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
chen2021_p6_lineage2.2.1_strain1	SRR12062559;SRR12062560	0	0	node8855	SRR8651574	182
chen2021_p7_lineage2.2.1_strain1	SRR12062525;SRR12062526	0	0	node5402	ERR228237	120
chen2021_p8_lineage2.2.1_strain1	SRR12062523;SRR12062524	0	0	node10078	SRR13423651	136
chen2021_p9_lineage2.2.1_strain1	SRR12062521;SRR12062522	0	0	node874	SRR8651654	118
cox2021_-1141357296536002869_lineage2.2.1_strain1	ERR6361954;ERR6361955	0	0	node9978	ERR5987390	16
cox2021_-1637597506354949237_lineage2.2.1_strain1	ERR6052062;ERR6052067	0	0	node9272	ERR5987217	52
cox2021_-1805614810978340901_lineage2.2.2_strain1	ERR5987308;ERR5987383	0	0	node455	ERR6362634	11
cox2021_-196498752828222888_lineage2.2.1.1_strain1	ERR6052051;ERR6052054	0	0	node3361	ERR6362719	19
cox2021_-2089854174240335046_lineage2.2.1_strain1	ERR5987283;ERR5987336	0	0	node9275	ERR6362528	13
cox2021_-2751694311891575926_lineage2.2.2_strain1	ERR6052036;ERR6052089	0	0	node200	ERR6362502	13
cox2021_-2940056464540626871_lineage2.2.2_strain1	ERR6052061;ERR6052080	0	0	node331	ERR6362634	13
cox2021_-3003801770544456763_lineage2.2.2_strain1	ERR6362282;ERR6362283	0	0	node400	ERR6362340	12
cox2021_-3279147158138414076_lineage2.2.2_strain1	ERR6052058;ERR6052070	0	0	node350	ERR6362634	13
cox2021_-4067237675071477178_lineage2.2.2_strain1	ERR6052028;ERR6052046	0	0	node420	ERR6362083	12
cox2021_-4305431774902489675_lineage2.2.1_strain1	ERR6052104;ERR6052119	0	0	node1455	ERR6052094	27
cox2021_-4311254924074290359_lineage2.2.1_strain1	ERR6052039;ERR6052044	0	0	node5593	ERR6362280	24
cox2021_-4336607805712918329_lineage2.2.1_strain1	ERR5987357;ERR5987456	1	1	node9806	ERR5987344	15
cox2021_-479572279845524524_lineage2.2.1_strain1	ERR6052026;ERR6052065	0	0	node9676	ERR6362528	13
cox2021_-5003830784728732626_lineage2.2.1_strain1	ERR5987206;ERR5987448	0	0	node2692	ERR5987240	23
cox2021_-5471593511783698999_lineage2.2.2_strain1	ERR6052029;ERR6052055	0	0	node212	ERR6362502	14
cox2021_-566641280065665799_lineage2.2.1_strain1	ERR5987285;ERR5987298	0	0	node9371	ERR6362800	14
cox2021_-5819236359239855624_lineage2.2.1_strain1	ERR5987196;ERR5987425	1	1	node9363	ERR294198	11
cox2021_-7415953301924607514_lineage2.2.1_strain1	ERR5987193;ERR5987208	1	1	node9670	ERR5987344	12
cox2021_-751999987816340162_lineage2.2.1.1_strain1	ERR5987259;ERR5987429	0	0	node3541	ERR108130	17
cox2021_-7647319990248505932_lineage2.2.2_strain1	ERR6052099;ERR6052118	0	0	node367	ERR6362634	14
cox2021_-7679937154803026043_lineage2.2.2_strain1	ERR6052092;ERR6052109	0	0	node238	ERR5987257	11
cox2021_-7696945922450709906_lineage2.2.1_strain1	ERR6052057;ERR6052086	0	0	node9257	ERR6362601	12
cox2021_-7816061136424697167_lineage2.2.1_strain1	ERR5987195;ERR5987198	0	0	node838	SRR9971144	20
cox2021_-7977067280721106176_lineage2.2.1_strain1	ERR6362476;ERR6362478	0	0	node9593	ERR6362268	12
cox2021_-8193962020204446928_lineage2.2.1_strain1	ERR6362531;ERR6362532	0	0	node9623	ERR6362528	13
cox2021_-862119993586506133_lineage2.2.1_strain1	ERR5987203;ERR5987277	1	1	node5596	ERR6362280	22
cox2021_-8955575311315076910_lineage2.2.2_strain1	ERR5987231;ERR5987282	0	0	node243	ERR6362660	24
cox2021_-8978082133920308749_lineage2.2.1_strain1	ERR6362153;ERR6362947	0	0	node9703	ERR5987344	12
cox2021_-9151764346715543944_lineage2.2.1_strain1	ERR5987270;ERR5987406	0	0	node9488	ERR6362341	13
cox2021_1423334682076659555_lineage2.2.1.1_strain1	ERR5987182;ERR5987253	0	0	node3641	ERR6362257	15
cox2021_1655089901574475622_lineage2.2.1_strain1	ERR6052095;ERR6052116	0	0	node9250	ERR6362628	12
cox2021_1705346656695052479_lineage2.2.2_strain1	ERR5987190;ERR5987450	0	0	node286	ERR6362634	16
cox2021_179275750938004561_lineage2.2.1_strain1	ERR6362528;ERR6362529	1	1	node9102	ERR6362582	13
cox2021_1833630221486564809_lineage2.2.2_strain1	ERR6052049;ERR6052111	0	0	node208	ERR6362502	13
cox2021_1926198491162306700_lineage2.2.1_strain1	ERR5987419;ERR5987422	1	1	node9809	ERR5987236	12
cox2021_1981270639090646645_lineage2.2.1_strain1	ERR5987386;ERR5987444	0	0	node9132	ERR6362243	17
cox2021_2169352775823695563_lineage2.2.1_strain1	ERR6052045;ERR6052097	0	0	node9924	ERR5987434	14
cox2021_2204602588746686541_lineage2.2.1.1_strain1	ERR5987309;ERR5987325	0	0	node3695	ERR3340744	20
cox2021_2222982007477896466_lineage2.2.1.1_strain1	ERR6362338;ERR6362366	1	1	node3656	ERR6362443	12
cox2021_2475891214766598153_lineage2.2.1.1_strain1	ERR6362002;ERR6362718	0	0	node3572	ERR5987423	11
cox2021_2508939788473222534_lineage2.2.2_strain1	ERR6052066;ERR6052114	0	0	node155	ERR6362660	26
cox2021_2627149644579243723_lineage2.2.2_strain1	ERR6362639;ERR6362796	0	0	node250	ERR6362317	11
cox2021_2989888560019710423_lineage2.2.2_strain1	ERR6052063;ERR6052120	0	0	node289	ERR6362634	11
cox2021_3223104117022412181_lineage2.2.1_strain1	ERR6052020;ERR6052091	0	0	node10022	ERR6362399	23
cox2021_3265426241111634176_lineage2.2.2_strain1	ERR6052073;ERR6052115	0	0	node335	ERR6362634	15
cox2021_3814011297768629955_lineage2.2.1_strain1	ERR6052031;ERR6052056	0	0	node9157	ERR6362738	17
cox2021_5118162739532664678_lineage2.2.1_strain1	ERR6052082;ERR6052117	0	0	node9265	ERR5987217	55
cox2021_5191263570900806308_lineage2.2.1_strain1	ERR6052068;ERR6052077	0	0	node2718	ERR6362933	16
cox2021_5232678755730372516_lineage2.2.1_strain1	ERR6362094;ERR6362157	8	8	node9733	ERR5987344	15
cox2021_5665809100706995092_lineage2.2.2_strain1	ERR6052034;ERR6052113	0	0	node438	ERR6362634	12
cox2021_5789542081288426617_lineage2.2.2_strain1	ERR6361969;ERR6362036	0	0	node116	ERR6362660	23
cox2021_5950673704837582045_lineage2.2.1_strain1	ERR5987220;ERR5987376	2	2	node1442	SRR9971135	21
cox2021_607231708605154860_lineage2.2.2_strain1	ERR5987260;ERR5987405	0	0	node576	ERR6362598	13
cox2021_6937458846855751360_lineage2.2.1_strain1	ERR6052081;ERR6052108	0	0	node9797	ERR5987344	15
cox2021_6978997383431264286_lineage2.2.1_strain1	ERR5987223;ERR5987420	0	0	node9794	ERR5987344	15
cox2021_7166245865866845295_lineage2.2.1_strain1	ERR6362239;ERR6362351	0	0	node9289	ERR6362275	11
cox2021_7255707251898990070_lineage2.2.2_strain1	ERR6362503;ERR6362506	0	0	node428	ERR6052046	11
cox2021_8170570310562912341_lineage2.2.1_strain1	ERR5987265;ERR5987327	0	0	node9533	ERR6362341	12
cox2021_82023916318021822_lineage2.2.1.1_strain1	ERR6052060;ERR6052069	0	0	node3515	ERR6362137	12
cox2021_8410406825750938724_lineage2.2.2_strain1	ERR6361974;ERR6362131	0	0	node223	ERR6052036	17
cox2021_8655587981873330869_lineage2.2.2_strain1	ERR6052075;ERR6052098	0	0	node203	ERR6052029	11
cox2021_8849379653350189376_lineage2.2.1_strain1	ERR6052094;ERR6052101	0	0	node1446	ERR6362679	25
d025dd91-b61c-44d2-ac67-86239da9dd9c_lineage2.2.1_strain1	SRR7516300;SRR7516301	0	0	node10202	SRR13232408	15
d1aeea48-af96-459e-bd43-a3ba0d08662a_lineage2.2.1_strain1	SRR1159204;SRR1159338	4	4	node8159	SRR1162971	24
d31e9541-3ba2-4cb1-953a-6c92ede0580c_lineage2.2.1_strain1	SRR10380246;SRR10380247	0	0	node7737	SRR10380008	12
d37ae01f-62f5-40ee-acbc-da58acb4a0da_lineage2.2.1_strain1	SRR13232735;SRR13232760	0	0	node8466	SRR11033719	13
d3af1bea-17f2-4c96-8bb1-a80ab5b9e9b3_lineage2.2.1_strain1	SRR3743500;SRR5153930	7	7	node7024	SRR3743414	35
d7e01d33-4d3b-489e-b617-f97070c3c859_lineage2.2.1_strain1	SRR6807750;SRR6807751	0	0	node6519	SRR10380136	11
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544718;SRR3544732;SRR3544739;SRR3544741;SRR3544751;SRR3743203	0	0	node8655	ERR2510733	14
de1e071c-5591-443d-8a89-8aecdc0cef38_lineage2.2.1_strain1	SRR9738515;SRR9738516	0	0	node8316	SRR10379929	18
dippenaara2019_16_lineage2.2.1_strain1	ERR3340715;ERR3340725	1	1	node10007	ERR6362213	11
dippenaara2019_17_lineage2.2.1_strain1	ERR3340709;ERR3340723	0	0	node2734	ERR1750885	37
dippenaara2019_20_lineage2.2.1.1_strain1	ERR3340721;ERR3340734	1	1	node3704	ERR6362450	11
dippenaara2019_5_lineage2.2.1.1_strain1	ERR3340699;ERR3340702	0	0	node3690	ERR6362746	12
dippenaara2019_6_lineage2.2.1.1_strain1	ERR3340706;ERR3340726	1	1	node3492	ERR6362137	15
dippenaara2019_7_lineage2.2.1.1_strain1	ERR3340738;ERR3340744	0	0	node3616	ERR3340702	11
dippenaara2019_8_lineage2.2.1.1_strain1	ERR3340703;ERR3340727	3	3	node3469	ERR6362935	15
e10b21e7-f427-4d6d-8483-17497bc5956b_lineage2.2.1_strain1	SRR7516290;SRR7516297	0	0	node8774	SRR5153614	12
e51f2c97-edfe-4815-86ec-6beb54a2e1e0_lineage2.2.1_strain1	SRR7516453;SRR7516456	0	0	node7371	SRR11033710	63
e5579026-d7e4-4766-ade7-3b452350f8e3_lineage2.2.1_strain1	SRR13282527;SRR6458395	0	0	node10785	ERR2510717	53
e5ac4f87-cc73-4d1c-8803-2fa08eb04db2_lineage2.2.1_strain1	SRR13232715;SRR13232722	0	0	node11451	SRR13232502	21
e64ccb16-84c3-4787-8672-7a015cfa8990_lineage2.2.1_strain1	SRR13232405;SRR13232548	0	0	node11756	SRR10397136	27
e6895827-25df-4cc2-b91d-948d700517f2_lineage2.2.1_strain1	SRR10380182;SRR10380183	3	3	node7297	SRR10380157	11
e78e3d74-6c48-45fe-8e3e-df19be4f7f7a_lineage2.2.1_strain1	SRR5153864;SRR6807703	2	2	node11018	SRR10397125	22
e91b6e8b-079d-44e5-8c6e-90bf66dcaca6_lineage2.2.1_strain1	SRR3743475;SRR6807707	4	4	node6744	SRR13232559	12
e9dcbac3-949c-4823-bb41-ee6979799d73_lineage2.2.1_strain1	SRR13232692;SRR13232724	0	0	node8564	SRR6458437	11
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516408;SRR7516409;SRR7516430;SRR7516431;SRR7516432;SRR7516433;SRR7516436	0	0	node7051	SRR6356980	26
eac3b6bc-a18b-46ed-8332-4f58ba8fa69b_lineage2.2.1_strain1	SRR16088124;SRR16088199	1	1	node6288	SRR10397260	14
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312517;SRR13312518;SRR13312519;SRR13312520;SRR13312544;SRR13312545;SRR13312546;SRR3544729	0	0	node8255	SRR7516321	11
eb1909e9-c7af-4ad1-bcfd-80a69e4609f6_lineage2.2.1_strain1	SRR7516402;SRR7516403	0	0	node8825	SRR16088485	16
ed61eb24-a8f2-4b24-9996-fb7fef19e5d0_lineage2.2.1_strain1	SRR1159126;SRR1159309	3	3	node6631	SRR10397133	25
f5c0c93f-571b-4241-9761-bb4d98ced2de_lineage2.2.1_strain1	SRR1163104;SRR1163135	3	3	node10237	SRR11033743	31
f84aab16-a666-476d-b01f-b3010ef70d78_lineage2.2.1_strain1	SRR10379985;SRR5153856	0	0	node8695	ERR2517070	17
f90bd0de-c74e-4e43-914c-50dddc6c2a06_lineage2.2.1_strain1	SRR13232544;SRR13232555	0	0	node10868	SRR6458425	20
fe67085d-5ff9-4f1d-b392-6eca40256d92_lineage2.2.1_strain1	SRR10397135;SRR10397157	0	0	node8004	SRR11033701	90
