host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
nimmo2020_K0029_lineage4.3.2.1_strain1	SRR10315462;SRR9971092	0	0	node6218	ERR6362335	56
nimmo2020_K0049_lineage4.3.3_strain1	SRR10315698;SRR10315699;SRR9971096	0	0	node1623	ERR2516797	16
nimmo2020_K0051_lineage4.3.2.1_strain1	SRR10315695;SRR10315696;SRR10315697;SRR9971377	1	4	node6741	SRR9970991	44
nimmo2020_K0058_lineage4.3.2.1_strain1	SRR10315688;SRR10315689;SRR10315691;SRR11349172;SRR9971229	0	0	node6166	SRR9971161	47
nimmo2020_K0059_lineage4.3.3_strain1	SRR10315684;SRR10315686;SRR11349166;SRR11349167;SRR11349177;SRR9971230	0	0	node1603	ERR473327	11
nimmo2020_K0080_lineage4.3.2_strain1	SRR10315672;SRR11349144;SRR9971338	0	0	node4611	ERR5987249	45
nimmo2020_K0089_lineage4.3.2.1_strain1	SRR10315656;SRR10315658;SRR9971066	0	0	node6132	ERR6362193	35
nimmo2020_K0091_lineage4.3.3_strain1	SRR10315653;SRR10315655;SRR9970989;SRR9970990;SRR9971123	0	0	node1548	SRR9971240	18
nimmo2020_K0095_lineage4.3.4.2_strain1	SRR10315649;SRR10315650;SRR10315651;SRR9970992	0	0	node2052	ERR161176	62
nimmo2020_K0098_lineage4.3.2.1_strain1	SRR11349146;SRR9970991	0	0	node6750	ERR6362159	48
nimmo2020_P0037_lineage4.3.3_strain1	SRR10315627;SRR9971039	0	0	node1561	ERR473327	11
nimmo2020_P0044_lineage4.3.3_strain1	SRR10315624;SRR10315625;SRR9971315	0	0	node1579	SRR9971240	20
nimmo2020_P0097_lineage4.3.3_strain1	SRR10315609;SRR10315611;SRR10315612	0	0	node1463	ERR6362303	17
nimmo2020_P0133_lineage4.3.3_strain1	SRR10315605;SRR9970994	0	0	node1596	SRR9971240	19
nimmo2020_P0150_lineage4.3.3_strain1	SRR9971179;SRR9971180;SRR9971285	0	0	node1688	SRR9971169	13
nimmo2020_P3505_lineage4.3.3_strain1	SRR9971166;SRR9971228	0	0	node1600	ERR473327	11
nimmo2020_P3519_lineage4.3.3_strain1	SRR10315583;SRR9971375	0	0	node1564	ERR473327	11
nimmo2020_R0027_lineage4.3.2.1_strain1	SRR10315564;SRR10315566	0	0	node6526	ERR6052032	58
nimmo2020_R0071_lineage4.3.2.1_strain1	SRR10315544;SRR9971069	0	0	node6762	SRR4033450	11
nimmo2020_R0085_lineage4.3.2.1_strain1	SRR10315533;SRR10315534;SRR9971387	0	0	node5329	ERR5987255	47
nimmo2020_R0097_lineage4.3.2.1_strain1	SRR10315517;SRR10315518;SRR9971383	0	0	node5477	ERR6362828	18
perez-lago2021_10_lineage4.3.2_strain1	ERR4972484;ERR4972565;ERR4972585	0	1	node4937	ERR2517535	138
perez-lago2021_11_lineage4.3.2_strain1	ERR4972508;ERR4972545	1	1	node4933	ERR4972551	11
perez-lago2021_12_lineage4.3.2_strain1	ERR4972502;ERR4972503	0	0	node4912	ERR2517535	137
perez-lago2021_13_lineage4.3.2_strain1	ERR4972489;ERR4972543	0	0	node4876	ERR2517535	135
