host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
690ce8ed-10f0-41fd-94ab-299125242e53_lineage2.2.1_strain1	SRR7516411;SRR7516412	0	0	node7204	SRR10397132	18
6946f78a-7071-40d5-b515-ba30b6e8f367_lineage2.2.1_strain1	SRR13232576;SRR13232578	0	0	node10936	SRR6458411	12
697d6db1-9c51-4d2d-b904-337496acf696_lineage2.2.1_strain1	SRR7516370;SRR7516373	1	1	node7180	SRR7516412	12
6980b531-e64e-4f03-aee9-749d54fc5879_lineage2.2.1_strain1	SRR13232537;SRR13232553	0	0	node11559	SRR6458447	14
69cf8a1b-f822-4719-a3c8-0750adcc0480_lineage2.2.1_strain1	SRR7516332;SRR7516335	0	0	node11746	SRR5153318	19
6a6c5dd9-da2c-470c-b968-9b3be29990b5_lineage2.2.1_strain1	SRR10380142;SRR10380143	0	0	node8942	SRR16088436	30
6c30f9f1-b5c3-459e-a596-b0c096356fd6_lineage2.2.1_strain1	SRR6807723;SRR6807724	4	4	node7762	SRR10379927	12
6c8e5725-fc30-45a2-b314-155e31b8718e_lineage2.2.1_strain1	SRR13232524;SRR13232719	0	0	node8213	SRR13232463	11
6d98f6bb-16b4-46d4-8392-7749e984e788_lineage2.2.1_strain1	SRR1159237;SRR1163127	1	1	node7552	SRR16088287	27
711bd5bc-2bf1-4dba-a92c-b6bda996b459_lineage2.2.1_strain1	SRR13232462;SRR13232531	6	6	node10917	SRR13232579	13
72534b42-39c4-4e6f-b3f9-cc1cf3642608_lineage2.2.1_strain1	SRR13232463;SRR13232776	0	0	node8216	SRR13232719	11
73cc410c-e5cf-49ba-9204-2eda77e8b074_lineage2.2.1_strain1	SRR3743489;SRR6807705	0	0	node7749	SRR3743433	11
74abf650-8265-4efa-999d-7e584cc067df_lineage2.2.1_strain1	SRR13232636;SRR13232686	0	0	node6477	SRR13232508	12
750fc50b-db83-4f72-9f72-547f107c4e52_lineage2.2.1_strain1	SRR1159393;SRR1163139	1	1	node11415	SRR1172064	11
75194d46-4df6-4e1a-b850-3d14a4cfbedd_lineage2.2.1_strain1	SRR13232503;SRR13232682;SRR13232684;SRR13232688	0	3	node11072	SRR16088406	20
7701f68e-8ef0-45de-8ee1-54f767423fb4_lineage2.2.1_strain1	SRR13232585;SRR13232587	0	0	node10953	SRR5152917	20
77a39f8c-8e66-48b5-a3d6-ca074165c9b7_lineage2.2.1_strain1	SRR7516404;SRR7516405	0	0	node10822	SRR10397210	34
77e6a0ac-6440-45df-a89b-cb0a273c9198_lineage2.2.1_strain1	SRR3743494;SRR6807708	5	5	node10654	SRR6807733	45
7a654f7b-517f-47e0-b93f-71c581f7c56c_lineage2.2.1_strain1	SRR13232678;SRR13232680	0	0	node10899	SRR13232507	21
7ad6db11-9648-4a3b-8059-224ef2a6cdcc_lineage2.2.1_strain1	SRR7516328;SRR7516331	0	0	node11038	SRR6807703	16
7c6ecc6d-c535-414b-83d7-04422994147d_lineage2.2.1_strain1	SRR1158874;SRR1159003	2	2	node11406	SRR13232582	14
7f221bee-8699-4be5-b996-1730571e9644_lineage2.2.1_strain1	SRR6356991;SRR7657759	0	0	node8021	SRR5153603	13
806326d4-9570-46ab-900a-97e28bc0463c_lineage2.2.1_strain1	SRR10397179;SRR7516455	0	0	node10539	SRR16088062	20
80a75c60-a887-4e2c-a09c-d24193362d2a_lineage2.2.1_strain1	SRR1163023;SRR1163369	0	0	node11131	SRR1184123	15
818125dc-dc3b-42af-806a-43db771079a7_lineage2.2.1_strain1	SRR10379986;SRR10379997	2	2	node10801	SRR6356987	37
837b99b2-5bbb-4325-b3ae-aeb01301b719_lineage2.2.1_strain1	SRR13312540;SRR13312541;SRR13312542;SRR13312543;SRR3544728	0	4	node8587	SRR10397112	17
83cc6308-6828-4ca1-8499-2d4a88762ea6_lineage2.2.1_strain1	SRR16088186;SRR16088299	0	0	node7460	SRR16088249	11
86a9a615-f73f-4d61-b668-bbd9e661e486_lineage2.2.1_strain1	SRR13232520;SRR13232547	2	2	node6293	SRR10397260	17
86e69cb8-4708-433f-964a-baefd85dde46_lineage2.2.1_strain1	SRR7516424;SRR7516425	0	0	node7913	SRR6356934	26
86f2f115-2231-438a-9947-cfb4fd4d7f0f_lineage2.2.1_strain1	SRR3743392;SRR6807758	2	2	node10855	SRR6356967	36
8a950927-4684-4c77-be6f-f0ce2d8da100_lineage2.2.1_strain1	SRR5153834;SRR6807685	2	2	node7720	SRR5153923	11
8b80fd35-ebd1-41aa-9ad6-0e0cfeae1e12_lineage2.2.1_strain1	SRR5153886;SRR6807701	0	0	node10498	SRR13232676	24
8fdb2351-7650-4db2-b58e-aad375d1cbd7_lineage2.2.1_strain1	SRR10380184;SRR10380186	2	2	node7771	SRR6807709	17
90ed30f9-6bca-4c7c-a60d-89b195599aa5_lineage2.2.1_strain1	SRR13232517;SRR13232541	0	0	node11483	SRR6458385	12
91bfdbfb-b947-42a9-8df3-0a6729b0909a_lineage2.2.1_strain1	SRR3743481;SRR5153924	0	0	node6491	SRR10379909	11
938ea631-a573-4935-8dee-d9f6ec26a90f_lineage2.2.1_strain1	SRR7516288;SRR7516314	0	0	node10388	SRR7516336	28
9402888e-7a6b-41c4-ad36-5ffe7f275a5f_lineage2.2.1_strain1	SRR6458417;SRR6458431	0	0	node6474	SRR13232508	15
9589126b-33b1-42d5-bd0d-9546ca7e565c_lineage2.2.1_strain1	SRR7516308;SRR7516311	0	0	node7524	ERR2510834	23
973a82c7-ef00-4df1-9806-aded5b6f2bf7_lineage2.2.1_strain1	SRR13232469;SRR13232480;SRR13232740;SRR13232781	0	0	node11599	SRR13232439	16
97754e38-4f1c-4d81-b6ad-f5cd3bf06bed_lineage2.2.1_strain1	SRR13232711;SRR13232714	0	0	node8570	SRR16088198	23
9a329f68-28ec-4100-bce2-8c9d4e463948_lineage2.2.1_strain1	SRR10380032;SRR3743388	0	0	node8346	SRR10379929	14
9eb9fae3-e144-4999-8f6b-236fcc61d8ad_lineage2.2.1_strain1	SRR10380064;SRR10380065	0	0	node7230	SRR10380100	12
a0640adf-ce5f-4f6e-9154-718da5407601_lineage2.2.1_strain1	SRR6807695;SRR6807696	4	4	node10834	SRR10397219	30
a1a9c30f-2b06-4611-9d44-12b90e10dff0_lineage2.2.1_strain1	SRR10380033;SRR3743404	0	0	node7708	SRR10380178	17
a79efdbe-0567-4f0c-a1dc-dcfea136aabf_lineage2.2.1_strain1	SRR7516346;SRR7516347	0	0	node6417	SRR10397153	26
aac81a06-aa9a-4f17-8645-076d5ef81e85_lineage2.2.1_strain1	SRR13232717;SRR13232728	2	2	node8206	SRR1159877	11
ad0154c1-b839-45ab-abe1-bc909b257abd_lineage2.2.1_strain1	SRR6458388;SRR6458454	0	0	node11255	SRR6458418	12
adc91ad8-2485-4058-9348-54d96af65df8_lineage2.2.1_strain1	SRR10397147;SRR10397148	0	0	node7357	SRR11033710	65
af0bc458-64a5-47c7-8197-8f4f3a967e5a_lineage2.2.1_strain1	SRR7516330;SRR7516337	0	0	node7333	SRR11033686	23
asare2021_RL012_lineage2.2.1_strain1	SRR11461680;SRR11461691	0	0	node1038	ERR2517217	32
asare2021_RL035_lineage2.2.1_strain1	SRR11461662;SRR11461663	0	0	node1041	ERR2517217	32
b0a7a22e-93c5-4c59-9739-85d6e88391dc_lineage2.2.1_strain1	SRR3743409;SRR6807709	5	5	node7788	SRR10379967	20
b16a9a45-01a8-4853-906b-4ddc66684b52_lineage2.2.1_strain1	SRR16088469;SRR16088470	2	2	node10883	SRR13232483	18
b1d001dd-ff97-4f46-8109-8ed40f496950_lineage2.2.1_strain1	SRR16088286;SRR16088288	3	3	node7190	SRR7516354	14
b662b070-5ca1-4afe-a7e4-ee10d3b742ca_lineage2.2.1_strain1	SRR6807740;SRR6807741	2	2	node6254	SRR610904	47
b6738fbe-dd2f-422d-9a6d-b778a6691c5a_lineage2.2.1_strain1	SRR7516398;SRR7516399	0	0	node10124	SRR7657761	24
b6792bd6-0f95-4cf3-bd15-5064dfd9cc67_lineage2.2.1_strain1	SRR7516393;SRR7516394	0	0	node10892	SRR5153602	13
bb48d49a-696c-4dd3-961d-f9effbfc258b_lineage2.2.1_strain1	SRR5486885;SRR7592329	2	2	node8340	SRR10380125	16
bf320fb1-90f1-43ea-8075-2a83fb474723_lineage2.2.1_strain1	SRR3743499;SRR6807756	3	3	node6539	ERR2510528	30
