host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
black2015_9_lineage1.2.2.2_strain1	ERR985421;ERR985426	6	6	node552	ERR6052088	107
cox2021_5812906022165160734_lineage1.2.2.2_strain1	ERR6052078;ERR6052088	0	0	node592	ERR323111	60
nimmo2020_K0084_lineage1.2.2.1_strain1	SRR9971083;SRR9971118	0	0	node227	ERR212097	116
nimmo2020_P0163_lineage1.2.2.2_strain1	SRR10315601;SRR10315602	0	0	node565	ERR2516929	13
shanmugam2021_P02_lineage1.2.2.2_strain1	SRR11348193;SRR11348204	1	1	node456	ERR294186	111
walker2013_P000009_lineage1.2.2.1_strain1	ERR046848;ERR046898	2	2	node176	ERR2517374	253
walker2013_P000062_lineage1.2.2.1_strain1	ERR038258;ERR038259	0	0	node279	ERR181725	269
walker2013_P000064_lineage1.2.2.1_strain1	ERR046844;ERR046893	2	2	node155	ERR117678	376
walker2013_P000219_lineage1.2.2.2_strain1	ERR046880;ERR046881	0	0	node488	ERR294211	102
walker2018b_1012082_lineage1.2.2.1_strain1	ERR2516802;ERR2517086	0	0	node189	ERR2517381	182
walker2018b_1546342_lineage1.2.1.2.1_strain1	ERR2516789;ERR2516892	0	0	node23	ERR2517183	74
walker2018b_RIVM_214_lineage1.2.2.2_strain1	ERR2517185;ERR2517195	1	1	node378	ERR114452	151
