host_id	isolate_id
00fc3c06-a964-427f-ae14-8534cb2efcc3_lineage4.3.3_strain1	SRR13232467
00fc3c06-a964-427f-ae14-8534cb2efcc3_lineage4.3.3_strain1	SRR13232500
10916a3d-fcd0-4878-88f8-20d66d4e3d61_lineage4.3.3_strain1	SRR11033744
10916a3d-fcd0-4878-88f8-20d66d4e3d61_lineage4.3.3_strain1	SRR11033746
1127d772-0656-4090-aaae-e9bb801f9758_lineage4.3.3_strain1	SRR13232679
116164d9-9b4a-43d3-85a5-680017951d6d_lineage4.3.3_strain1	SRR16088319
13285fc4-3938-4d63-97ea-df8a4ec6dfdb_lineage4.3.3_strain1	SRR11033752
1aaa67e4-952d-420b-9760-6e071c9f1489_lineage4.3.3_strain1	SRR13232540
1e12547d-13eb-4c86-abba-0519e42ed66a_lineage4.3.3_strain1	SRR10380236
1ff29035-0e5c-43d3-ab1d-63598f5053a3_lineage4.3.3_strain1	SRR13232710
2c0ccd30-24ab-4f40-a011-dcafc4f713fa_lineage4.3.3_strain1	SRR13232727
2cf1cab1-07fb-4a74-a166-eb22ef5b6dac_lineage4.3.3_strain1	SRR10380127
4568afba-8424-4b3c-ae65-05609fdc2974_lineage4.3.3_strain1	SRR16088146
53759e43-7cfc-4bb6-9f2c-3dc3d0e213f1_lineage4.3.3_strain1	SRR13232465
5a346701-a1cf-4bf7-8cd8-58474a6f3429_lineage4.3.3_strain1	SRR13232568
5b8455f7-9f61-4c79-b3f4-e6d5e1a45749_lineage4.3.3_strain1	SRR10380232
5cf5df77-2866-44b9-86e4-312ba917ba34_lineage4.3.3_strain1	SRR13232693
5eb53f3b-6d07-466d-ae69-67cc01dea699_lineage4.3.3_strain1	SRR13232501
636cee55-567a-4bca-93cc-b6af6073cf6e_lineage4.3.4.2_strain1	SRR10380217
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312531
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312532
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312533
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312534
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312535
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312537
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312538
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312539
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR3544717
7529e113-20f8-40f3-8471-e84ab5224cf6_lineage4.3.3_strain1	SRR1163106
87994eb2-59c0-4d08-b717-b9e0bd8b9e1c_lineage4.3.3_strain1	SRR7516368
