host_id	isolate_id
clark2013_A70136_lineage3_strain1	ERR040118
clark2013_A70136_lineage3_strain1	ERR040129
clark2013_A70144_lineage3.1.2.1_strain1	ERR040119
guerra2014_KPS_14_lineage3.1.1_strain1	ERR176704
guerra2014_KPS_22_lineage3_strain1	ERR163961
guerra2014_KPS_26_lineage3.1.1_strain1	ERR126604
guerra2014_KPS_49_lineage3.1.1_strain1	ERR176657
guerra2014_KPS_71_lineage3.1.1_strain1	ERR176471
guerra2014_KPS_81_lineage3.1.1_strain1	ERR181715
guerra2014_KPS_82_lineage3.1.1_strain1	ERR181713
lieberman2016_P21_lineage3_strain1	SRR4035490
lieberman2016_P21_lineage3_strain1	SRR4035491
lieberman2016_P21_lineage3_strain1	SRR4035492
lieberman2016_P21_lineage3_strain1	SRR4035493
lieberman2016_P21_lineage3_strain1	SRR4035494
lieberman2016_P21_lineage3_strain1	SRR4035495
lieberman2016_P21_lineage3_strain1	SRR4035496
lieberman2016_P21_lineage3_strain1	SRR4035497
lieberman2016_P21_lineage3_strain1	SRR4035498
lieberman2016_P21_lineage3_strain1	SRR4035500
lieberman2016_P21_lineage3_strain1	SRR4035501
lieberman2016_P21_lineage3_strain1	SRR4035502
lieberman2016_P21_lineage3_strain1	SRR4035503
lieberman2016_P21_lineage3_strain1	SRR4035504
lieberman2016_P21_lineage3_strain1	SRR4035505
lieberman2016_P21_lineage3_strain1	SRR4035506
lieberman2016_P21_lineage3_strain1	SRR4035507
lieberman2016_P21_lineage3_strain1	SRR4035508
lieberman2016_P21_lineage3_strain1	SRR4035509
lieberman2016_P21_lineage3_strain1	SRR4035511
lieberman2016_P21_lineage3_strain1	SRR4035512
lieberman2016_P21_lineage3_strain1	SRR4035513
lieberman2016_P21_lineage3_strain1	SRR4035514
lieberman2016_P21_lineage3_strain1	SRR4035515
lieberman2016_P21_lineage3_strain1	SRR4035516
lieberman2016_P21_lineage3_strain1	SRR4035517
lieberman2016_P21_lineage3_strain1	SRR4035518
lieberman2016_P21_lineage3_strain1	SRR4035519
lieberman2016_P21_lineage3_strain1	SRR4035520
lieberman2016_P21_lineage3_strain1	SRR4035522
lieberman2016_P21_lineage3_strain1	SRR4035523
lieberman2016_P21_lineage3_strain1	SRR4035524
lieberman2016_P21_lineage3_strain1	SRR4035525
lieberman2016_P21_lineage3_strain1	SRR4035526
lieberman2016_P21_lineage3_strain1	SRR4035527
lieberman2016_P21_lineage3_strain1	SRR4035528
lieberman2016_P21_lineage3_strain1	SRR4035529
lieberman2016_P21_lineage3_strain1	SRR4035530
lieberman2016_P21_lineage3_strain1	SRR4035531
lieberman2016_P21_lineage3_strain1	SRR4035533
lieberman2016_P21_lineage3_strain1	SRR4035535
lieberman2016_P21_lineage3_strain1	SRR4035536
lieberman2016_P21_lineage3_strain1	SRR4035537
lieberman2016_P21_lineage3_strain1	SRR4035538
lieberman2016_P21_lineage3_strain1	SRR4035539
lieberman2016_P21_lineage3_strain1	SRR4035540
lieberman2016_P21_lineage3_strain1	SRR4035541
lieberman2016_P21_lineage3_strain1	SRR4035542
lieberman2016_P21_lineage3_strain1	SRR4035544
lieberman2016_P21_lineage3_strain1	SRR4035545
lieberman2016_P21_lineage3_strain1	SRR4035546
lieberman2016_P21_lineage3_strain1	SRR4035547
lieberman2016_P21_lineage3_strain1	SRR4035548
lieberman2016_P21_lineage3_strain1	SRR4035550
lieberman2016_P21_lineage3_strain1	SRR4035551
lieberman2016_P21_lineage3_strain1	SRR4035552
lieberman2016_P21_lineage3_strain1	SRR4035553
lieberman2016_P21_lineage3_strain1	SRR4035555
lieberman2016_P21_lineage3_strain1	SRR4035556
lieberman2016_P21_lineage3_strain1	SRR4035558
lieberman2016_P21_lineage3_strain1	SRR4036006
lieberman2016_P21_lineage3_strain1	SRR4036008
lieberman2016_P21_lineage3_strain1	SRR4036009
lieberman2016_P21_lineage3_strain1	SRR4036010
lieberman2016_P21_lineage3_strain1	SRR4036011
lieberman2016_P21_lineage3_strain1	SRR4036012
lieberman2016_P21_lineage3_strain1	SRR4036013
lieberman2016_P21_lineage3_strain1	SRR4036014
lieberman2016_P21_lineage3_strain1	SRR4036015
lieberman2016_P21_lineage3_strain1	SRR4036016
lieberman2016_P21_lineage3_strain1	SRR4036017
lieberman2016_P21_lineage3_strain1	SRR4036019
lieberman2016_P21_lineage3_strain1	SRR4036020
lieberman2016_P21_lineage3_strain1	SRR4036021
lieberman2016_P21_lineage3_strain1	SRR4036022
lieberman2016_P21_lineage3_strain1	SRR4036023
lieberman2016_P21_lineage3_strain1	SRR4036024
lieberman2016_P21_lineage3_strain1	SRR4036026
lieberman2016_P21_lineage3_strain1	SRR4036027
nimmo2020_K0039_lineage3_strain1	SRR10315717
nimmo2020_K0039_lineage3_strain1	SRR10315718
nimmo2020_K0039_lineage3_strain1	SRR10315720
nimmo2020_K0068_lineage3_strain1	SRR10315730
nimmo2020_P0064_lineage3.1.1_strain1	SRR10315620
nimmo2020_P0064_lineage3.1.1_strain1	SRR10315622
ssengooba2016b_P1_lineage3.1.1_strain1	ERR990531
ssengooba2016b_P13_lineage3_strain1	ERR990539
ssengooba2016b_P2_lineage3_strain1	ERR990541
walker2013_P000003_lineage3.1.1_strain1	ERR038265
walker2013_P000008_lineage3.1.1_strain1	ERR046889
walker2013_P000026_lineage3.1.1_strain1	ERR040087
walker2013_P000026_lineage3.1.1_strain1	ERR046770
walker2013_P000026_lineage3.1.1_strain1	ERR046940
walker2013_P000027_lineage3.1.1_strain1	ERR038298
walker2013_P000042_lineage3.1.2.1_strain1	ERR038262
walker2013_P000049_lineage3_strain1	ERR046846
walker2013_P000076_lineage3.1.1_strain1	ERR039323
walker2013_P000076_lineage3.1.1_strain1	ERR046729
walker2013_P000076_lineage3.1.1_strain1	ERR046772
walker2013_P000081_lineage3.1.1_strain1	ERR046982
walker2013_P000092_lineage3.1.1_strain1	ERR046857
walker2013_P000094_lineage3.1.2.2_strain1	ERR039324
walker2013_P000094_lineage3.1.2.2_strain1	ERR046730
walker2013_P000094_lineage3.1.2.2_strain1	ERR046939
walker2013_P000107_lineage3_strain1	ERR038287
walker2013_P000149_lineage3.1.1_strain1	ERR025833
walker2013_P000152_lineage3_strain1	ERR046862
walker2013_P000167_lineage3.1.1_strain1	ERR046866
walker2013_P000189_lineage3_strain1	ERR046779
walker2013_P000201_lineage3.1.2.1_strain1	ERR038260
walker2013_P000269_lineage3_strain1	ERR072021
walker2013_P000270_lineage3_strain1	ERR072023
walker2013_P000271_lineage3.1.2.2_strain1	ERR072025
walker2013_P000272_lineage3_strain1	ERR072026
walker2013_P000273_lineage3_strain1	ERR072031
walker2013_P000859_lineage3.1.1_strain1	ERR046860
walker2018b_ 879388_lineage3_strain1	ERR2516754
walker2018b_ 972601_lineage3_strain1	ERR2516971
walker2018b_1022926_lineage3_strain1	ERR2516782
walker2018b_1065941_lineage3_strain1	ERR2516776
walker2018b_1065941_lineage3_strain1	ERR2516830
walker2018b_1065941_lineage3_strain1	ERR2516855
walker2018b_1065941_lineage3_strain1	ERR2516869
walker2018b_1065941_lineage3_strain1	ERR2516873
walker2018b_1065941_lineage3_strain1	ERR2516919
walker2018b_1065941_lineage3_strain1	ERR2517034
walker2018b_1065941_lineage3_strain1	ERR2517048
walker2018b_1091423_lineage3_strain1	ERR2516750
walker2018b_1190242_lineage3.1.1_strain1	ERR2516755
walker2018b_1202066_lineage3_strain1	ERR2516874
walker2018b_1310837_lineage3_strain1	ERR2516818
walker2018b_1326000_lineage3.1.2_strain1	ERR2516820
walker2018b_1421109_lineage3.1.2.1_strain1	ERR2516837
walker2018b_1421109_lineage3.1.2.1_strain1	ERR2516879
witney2017_006_lineage3_strain1	ERR1750883
witney2017_010_lineage3_strain1	ERR1750891
clark2013_A70136_lineage3_strain1	ERR040136
clark2013_A70144_lineage3.1.2.1_strain1	ERR040123
guerra2014_KPS_14_lineage3.1.1_strain1	ERR190357
guerra2014_KPS_22_lineage3_strain1	ERR181751
guerra2014_KPS_26_lineage3.1.1_strain1	ERR212142
guerra2014_KPS_49_lineage3.1.1_strain1	ERR176731
guerra2014_KPS_71_lineage3.1.1_strain1	ERR212007
guerra2014_KPS_81_lineage3.1.1_strain1	ERR182044
guerra2014_KPS_82_lineage3.1.1_strain1	ERR181852
lieberman2016_P21_lineage3_strain1	SRR4036028
nimmo2020_K0039_lineage3_strain1	SRR11349183
nimmo2020_K0068_lineage3_strain1	SRR10315731
nimmo2020_P0064_lineage3.1.1_strain1	SRR10315623
ssengooba2016b_P1_lineage3.1.1_strain1	ERR990532
ssengooba2016b_P13_lineage3_strain1	ERR990540
ssengooba2016b_P2_lineage3_strain1	ERR990542
walker2013_P000003_lineage3.1.1_strain1	ERR038266
walker2013_P000008_lineage3.1.1_strain1	ERR046936
walker2013_P000026_lineage3.1.1_strain1	ERR046942
walker2013_P000027_lineage3.1.1_strain1	ERR046769
walker2013_P000042_lineage3.1.2.1_strain1	ERR038263
walker2013_P000049_lineage3_strain1	ERR046895
walker2013_P000076_lineage3.1.1_strain1	ERR046914
walker2013_P000081_lineage3.1.1_strain1	ERR046983
walker2013_P000092_lineage3.1.1_strain1	ERR046858
walker2013_P000094_lineage3.1.2.2_strain1	ERR046941
walker2013_P000107_lineage3_strain1	ERR038288
walker2013_P000149_lineage3.1.1_strain1	ERR025834
walker2013_P000152_lineage3_strain1	ERR046863
walker2013_P000167_lineage3.1.1_strain1	ERR046867
walker2013_P000189_lineage3_strain1	ERR046780
walker2013_P000201_lineage3.1.2.1_strain1	ERR038261
walker2013_P000269_lineage3_strain1	ERR072022
walker2013_P000270_lineage3_strain1	ERR072024
walker2013_P000271_lineage3.1.2.2_strain1	ERR072029
walker2013_P000272_lineage3_strain1	ERR072040
walker2013_P000273_lineage3_strain1	ERR072032
walker2013_P000859_lineage3.1.1_strain1	ERR046861
walker2018b_ 879388_lineage3_strain1	ERR2517068
walker2018b_ 972601_lineage3_strain1	ERR2517074
walker2018b_1022926_lineage3_strain1	ERR2516928
walker2018b_1065941_lineage3_strain1	ERR2517058
walker2018b_1091423_lineage3_strain1	ERR2516947
walker2018b_1190242_lineage3.1.1_strain1	ERR2516860
walker2018b_1202066_lineage3_strain1	ERR2516878
walker2018b_1310837_lineage3_strain1	ERR2517039
walker2018b_1326000_lineage3.1.2_strain1	ERR2517095
walker2018b_1421109_lineage3.1.2.1_strain1	ERR2517012
witney2017_006_lineage3_strain1	ERR1750884
witney2017_010_lineage3_strain1	ERR1750892
5d61de02-4a77-4a0c-8377-a8c8b802ddf3_lineage3_strain1	SRR16088103
clark2013_A70280_lineage3.1.1_strain1	ERR040126
clark2013_A70428_lineage3.1.1_strain1	ERR040133
clark2013_A70451_lineage3_strain1	ERR040141
clark2013_A70490_lineage3_strain1	ERR040139
clark2013_A70501_lineage3_strain1	ERR040140
clark2013_A70655_lineage3_strain1	ERR038743
clark2013_A70769_lineage3.1.2.1_strain1	ERR038752
clark2013_A70780_lineage3.1.2.1_strain1	ERR038753
cox2021_-213287214469819694_lineage3.1.1_strain1	ERR6362391
cox2021_-3805229876073627855_lineage3_strain1	ERR6362145
cox2021_-3813416068278215811_lineage3.1.1_strain1	ERR6362571
cox2021_-4188065199421013625_lineage3_strain1	ERR5987382
cox2021_-4853029721946696537_lineage3_strain1	ERR6362323
cox2021_-5506771676638400327_lineage3_strain1	ERR6362758
cox2021_-7344197795861541235_lineage3_strain1	ERR6362402
cox2021_-8522447434354825006_lineage3_strain1	ERR6362079
cox2021_467184642620364454_lineage3_strain1	ERR6362797
cox2021_5159699944642129487_lineage3_strain1	ERR6362209
cox2021_5194613211119670727_lineage3_strain1	ERR6362817
cox2021_665309105530328874_lineage3_strain1	ERR6362403
cox2021_6853218114509659729_lineage3_strain1	ERR6362954
cox2021_7468880406970283628_lineage3.1.1_strain1	ERR6362472
cox2021_8489256942493269299_lineage3_strain1	ERR6361963
cox2021_8672975592209942805_lineage3_strain1	ERR6362694
d6eeb3bd-3151-4cd6-b09c-0c02df101a2c_lineage3.1.3_strain1	SRR11033636
guerra2014_KPS_17_lineage3.1.1_strain1	ERR181736
guerra2014_KPS_23_lineage3.1.1_strain1	ERR212017
guerra2014_KPS_24_lineage3_strain1	ERR216939
guerra2014_KPS_27_lineage3.1.1_strain1	ERR181800
guerra2014_KPS_62_lineage3.1.1_strain1	ERR181854
guerra2014_KPS_65_lineage3.1.1_strain1	ERR161198
guerra2014_KPS_76_lineage3.1.1_strain1	ERR216899
nimmo2020_H0064_lineage3.1.1_strain1	SRR10315690
nimmo2020_H0135_lineage3.1.1_strain1	SRR10315676
nimmo2020_H0172_lineage3.1.1_strain1	SRR10315654
nimmo2020_K0002_lineage3.1.1_strain1	SRR10315490
nimmo2020_K0119_lineage3_strain1	SRR10315631
shanmugam2021_P12_lineage3_strain1	SRR11348201
shanmugam2021_P32_lineage3_strain1	SRR11348157
shanmugam2021_P35_lineage3.1.2_strain1	SRR11348151
ssengooba2016b_P4_lineage3_strain1	ERR990546
ssengooba2016b_P7_lineage3_strain1	ERR990552
UNKNOWN8754_lineage3.1.2.1_strain1	ERR4553404
UNKNOWN8793_lineage3_strain1	ERR4553453
UNKNOWN8794_lineage3.1_strain1	ERR4553455
UNKNOWN8822_lineage3.1.2.1_strain1	ERR4553487
UNKNOWN8859_lineage3_strain1	ERR4553532
UNKNOWN8866_lineage3_strain1	ERR4553540
UNKNOWN8874_lineage3.1.2.1_strain1	ERR4553549
UNKNOWN8879_lineage3_strain1	ERR4553554
UNKNOWN8881_lineage3_strain1	ERR4553556
UNKNOWN8888_lineage3_strain1	ERR4553565
UNKNOWN8912_lineage3_strain1	ERR4553595
UNKNOWN8924_lineage3_strain1	ERR4553609
UNKNOWN8926_lineage3.1_strain1	ERR4553611
UNKNOWN8938_lineage3.1_strain1	ERR4553626
UNKNOWN8955_lineage3_strain1	ERR4553649
UNKNOWN8959_lineage3_strain1	ERR4553653
UNKNOWN8963_lineage3.1.2.1_strain1	ERR4553657
UNKNOWN8965_lineage3.1_strain1	ERR4553661
UNKNOWN8967_lineage3.1_strain1	ERR4553663
UNKNOWN8978_lineage3.1.2.1_strain1	ERR4553677
UNKNOWN8981_lineage3_strain1	ERR4553682
UNKNOWN8998_lineage3.1.2_strain1	ERR4553699
UNKNOWN9008_lineage3.1.2.1_strain1	ERR4553710
UNKNOWN9012_lineage3.1_strain1	ERR4553715
UNKNOWN9014_lineage3_strain1	ERR4553717
UNKNOWN9030_lineage3.1_strain1	ERR4553733
UNKNOWN9031_lineage3_strain1	ERR4553734
UNKNOWN9048_lineage3_strain1	ERR4553753
UNKNOWN9080_lineage3_strain1	ERR4553787
UNKNOWN9102_lineage3.1_strain1	ERR4553811
UNKNOWN9125_lineage3.1_strain1	ERR4553836
UNKNOWN9181_lineage3.1.2_strain1	ERR4553927
walker2013_P000001_lineage3.1.1_strain1	ERR046847
walker2013_P000004_lineage3.1.1_strain1	ERR038264
walker2013_P000006_lineage3.1.1_strain1	ERR038300
walker2013_P000015_lineage3.1.1_strain1	ERR038273
walker2013_P000016_lineage3.1.1_strain1	ERR038271
walker2013_P000017_lineage3.1.1_strain1	ERR038272
walker2013_P000018_lineage3.1.1_strain1	ERR046854
walker2013_P000023_lineage3.1.1_strain1	ERR046921
walker2013_P000024_lineage3.1.1_strain1	ERR046775
walker2013_P000037_lineage3.1.1_strain1	ERR040088
walker2013_P000063_lineage3.1.1_strain1	ERR046845
walker2013_P000066_lineage3.1.1_strain1	ERR046771
walker2013_P000069_lineage3.1.1_strain1	ERR038299
walker2013_P000073_lineage3.1.1_strain1	ERR038270
walker2013_P000074_lineage3.1.1_strain1	ERR038269
walker2013_P000084_lineage3.1.1_strain1	ERR040091
walker2013_P000086_lineage3_strain1	ERR039332
walker2013_P000087_lineage3_strain1	ERR039331
walker2013_P000098_lineage3.1.1_strain1	ERR040107
walker2013_P000110_lineage3_strain1	ERR038280
walker2013_P000116_lineage3_strain1	ERR039333
walker2013_P000117_lineage3_strain1	ERR039334
walker2013_P000123_lineage3.1.1_strain1	ERR046970
walker2013_P000158_lineage3.1.1_strain1	ERR040089
walker2013_P000161_lineage3.1.1_strain1	ERR040086
walker2013_P000174_lineage3.1.1_strain1	ERR040108
walker2013_P000175_lineage3.1.1_strain1	ERR040090
walker2013_P000198_lineage3.1.1_strain1	ERR046969
walker2013_P000211_lineage3.1.1_strain1	ERR046773
walker2013_P000224_lineage3.1.1_strain1	ERR046965
walker2013_P000239_lineage3.1.1_strain1	ERR040093
walker2013_P000240_lineage3.1.1_strain1	ERR040106
walker2013_P000248_lineage3.1.1_strain1	ERR046968
walker2013_P000312_lineage3.1.1_strain1	ERR072077
walker2013_P000315_lineage3.1.1_strain1	ERR072080
walker2013_P000324_lineage3.1.1_strain1	ERR072094
walker2018b_ 511891_lineage3_strain1	ERR2517063
walker2018b_ 878823_lineage3.1_strain1	ERR2516989
walker2018b_ 891556_lineage3.1.2_strain1	ERR2516743
walker2018b_ 895168_lineage3_strain1	ERR2517017
walker2018b_ 895788_lineage3.1.3_strain1	ERR2516790
walker2018b_ 910755_lineage3.1.2_strain1	ERR2516848
walker2018b_ 914508_lineage3_strain1	ERR2516883
walker2018b_ 916347_lineage3_strain1	ERR2516832
walker2018b_ 986389_lineage3_strain1	ERR2517110
walker2018b_ 991440_lineage3_strain1	ERR2516794
walker2018b_ 991465_lineage3_strain1	ERR2517093
walker2018b_06TB_0018_lineage3_strain1	ERR2510660
walker2018b_06TB_0019_lineage3_strain1	ERR2510661
walker2018b_06TB_0020_lineage3.1.2_strain1	ERR2510662
walker2018b_06TB_0260_lineage3.1.1_strain1	ERR2510701
walker2018b_06TB_0339_lineage3_strain1	ERR2510780
walker2018b_06TB_0343_lineage3_strain1	ERR2510784
walker2018b_06TB_0376_lineage3.1.1_strain1	ERR2510817
walker2018b_1006155_lineage3_strain1	ERR2517067
walker2018b_1022048_lineage3_strain1	ERR2516814
walker2018b_1026071_lineage3_strain1	ERR2516915
walker2018b_1026817_lineage3_strain1	ERR2517109
walker2018b_1028345_lineage3_strain1	ERR2516839
walker2018b_1030957_lineage3_strain1	ERR2516764
walker2018b_1031477_lineage3_strain1	ERR2516871
walker2018b_1038809_lineage3.1.2_strain1	ERR2517123
walker2018b_1047181_lineage3.1.2_strain1	ERR2516988
walker2018b_1056782_lineage3_strain1	ERR2517041
walker2018b_1056789_lineage3_strain1	ERR2516894
walker2018b_1066561_lineage3.1.2.1_strain1	ERR2516815
walker2018b_1075517_lineage3_strain1	ERR2516933
walker2018b_1094458_lineage3.1.2.1_strain1	ERR2516937
walker2018b_1099368_lineage3.1.3_strain1	ERR2517055
walker2018b_1111221_lineage3.1.2.1_strain1	ERR2516925
walker2018b_1122232_lineage3.1.1_strain1	ERR2516908
walker2018b_1122495_lineage3_strain1	ERR2516821
walker2018b_1143716_lineage3_strain1	ERR2516809
walker2018b_1147451_lineage3_strain1	ERR2517026
walker2018b_1149750_lineage3_strain1	ERR2517116
walker2018b_1167418_lineage3.1.2_strain1	ERR2517060
walker2018b_1203095_lineage3_strain1	ERR2517081
walker2018b_1204938_lineage3_strain1	ERR2516791
walker2018b_1210352_lineage3_strain1	ERR2516940
walker2018b_1217212_lineage3.1.2.1_strain1	ERR2517002
walker2018b_1235950_lineage3_strain1	ERR2516956
walker2018b_1267226_lineage3_strain1	ERR2516746
walker2018b_1311560_lineage3.1.2_strain1	ERR2516931
walker2018b_1328016_lineage3_strain1	ERR2516800
walker2018b_1363976_lineage3_strain1	ERR2516918
walker2018b_1372773_lineage3_strain1	ERR2516999
walker2018b_1409759_lineage3_strain1	ERR2516747
walker2018b_1422928_lineage3.1.1_strain1	ERR2517003
walker2018b_1429748_lineage3_strain1	ERR2516996
walker2018b_1495759_lineage3_strain1	ERR2517020
walker2018b_1531961_lineage3_strain1	ERR2517023
walker2018b_1542601_lineage3_strain1	ERR2517091
walker2018b_1546494_lineage3_strain1	ERR2516890
walker2018b_1558157_lineage3_strain1	ERR2516923
walker2018b_1584761_lineage3.1.1_strain1	ERR2516903
walker2018b_1587555_lineage3_strain1	ERR2517043
walker2018b_1616495_lineage3_strain1	ERR2517024
walker2018b_1967/14_lineage3_strain1	ERR2510555
walker2018b_2378/14_lineage3_strain1	ERR2510652
walker2018b_ATH_0054-14_lineage3_strain1	ERR2510883
walker2018b_ATH_0055-14_lineage3_strain1	ERR2510272
walker2018b_ATH_0057-14_lineage3_strain1	ERR2510277
walker2018b_ATH_0059-14_lineage3_strain1	ERR2510343
walker2018b_ATH_0064-14_lineage3_strain1	ERR2510381
walker2018b_ATH_0069-14_lineage3.1.3_strain1	ERR2510388
walker2018b_ATH_0073-14_lineage3_strain1	ERR2510417
walker2018b_ATH_0074-14_lineage3_strain1	ERR2510435
walker2018b_ATH_0076-14_lineage3_strain1	ERR2510426
walker2018b_ATH_0078-14_lineage3_strain1	ERR2510436
walker2018b_ATH_0079-14_lineage3_strain1	ERR2510462
walker2018b_ATH_0081-14_lineage3_strain1	ERR2510496
walker2018b_ATH_0082-14_lineage3_strain1	ERR2510485
walker2018b_ATH_0083-14_lineage3_strain1	ERR2510511
walker2018b_ATH_0085-14_lineage3_strain1	ERR2510508
walker2018b_ATH_0088-14_lineage3_strain1	ERR2510518
walker2018b_ATH_0089-14_lineage3_strain1	ERR2510529
walker2018b_ATH_0090-14_lineage3_strain1	ERR2510517
walker2018b_ATH_0091_14_lineage3_strain1	ERR2510533
walker2018b_BVH_0001-14_lineage3_strain1	ERR2510451
walker2018b_BVH_0011-14_lineage3_strain1	ERR2510478
walker2018b_BVH_0012-14_lineage3_strain1	ERR2510456
walker2018b_BVH_0013-14_lineage3_strain1	ERR2510455
walker2018b_BVH_0014-14_lineage3_strain1	ERR2510454
walker2018b_BVH_0015-14_lineage3_strain1	ERR2510452
walker2018b_BVH_0016-14_lineage3_strain1	ERR2510461
walker2018b_BVH_0017-14_lineage3_strain1	ERR2510480
walker2018b_BVH_0018-14_lineage3_strain1	ERR2510477
walker2018b_BVH_0019-14_lineage3_strain1	ERR2510625
walker2018b_BVH_0020-14_lineage3_strain1	ERR2510466
