host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
walker2013_P000026_lineage3.1.1_strain1	ERR040087;ERR046770;ERR046940;ERR046942	0	1	node2838	ERR176464	47
walker2013_P000027_lineage3.1.1_strain1	ERR038298;ERR046769	1	1	node2838	ERR176464	47
walker2013_P000042_lineage3.1.2.1_strain1	ERR038262;ERR038263	0	0	node2004	ERR072084	143
walker2013_P000049_lineage3_strain1	ERR046846;ERR046895	0	0	node161	ERR278574	208
walker2013_P000076_lineage3.1.1_strain1	ERR039323;ERR046729;ERR046772;ERR046914	0	0	node2821	ERR176464	44
walker2013_P000081_lineage3.1.1_strain1	ERR046982;ERR046983	1	1	node3389	ERR228261	32
walker2013_P000092_lineage3.1.1_strain1	ERR046857;ERR046858	0	0	node3397	ERR294236	34
walker2013_P000094_lineage3.1.2.2_strain1	ERR039324;ERR046730;ERR046939;ERR046941	0	7	node1759	ERR270729	12
walker2013_P000107_lineage3_strain1	ERR038287;ERR038288	0	0	node1444	ERR270659	98
walker2013_P000149_lineage3.1.1_strain1	ERR025833;ERR025834	0	0	node3416	ERR386793	32
walker2013_P000152_lineage3_strain1	ERR046862;ERR046863	1	1	node853	ERR176825	32
walker2013_P000167_lineage3.1.1_strain1	ERR046866;ERR046867	0	0	node3472	ERR228220	24
walker2013_P000189_lineage3_strain1	ERR046779;ERR046780	2	2	node1236	ERR2510463	66
walker2013_P000201_lineage3.1.2.1_strain1	ERR038260;ERR038261	4	4	node1997	ERR2510382	158
walker2013_P000269_lineage3_strain1	ERR072021;ERR072022	0	0	node836	ERR2517587	44
walker2013_P000270_lineage3_strain1	ERR072023;ERR072024	0	0	node146	ERR2510495	200
walker2013_P000271_lineage3.1.2.2_strain1	ERR072025;ERR072029	2	2	node1761	ERR270729	14
walker2013_P000272_lineage3_strain1	ERR072026;ERR072040	0	0	node1076	ERR387031	23
walker2013_P000273_lineage3_strain1	ERR072031;ERR072032	1	1	node1412	ERR270747	96
walker2013_P000859_lineage3.1.1_strain1	ERR046860;ERR046861	0	0	node3459	ERR228220	26
walker2018b_ 879388_lineage3_strain1	ERR2516754;ERR2517068	1	1	node908	ERR2510519	82
walker2018b_ 972601_lineage3_strain1	ERR2516971;ERR2517074	2	2	node2567	ERR117677	228
walker2018b_1022926_lineage3_strain1	ERR2516782;ERR2516928	0	0	node1282	ERR230048	120
walker2018b_1065941_lineage3_strain1	ERR2516776;ERR2516830;ERR2516855;ERR2516869;ERR2516873;ERR2516919;ERR2517034;ERR2517048;ERR2517058	0	7	node1492	ERR228275	206
walker2018b_1091423_lineage3_strain1	ERR2516750;ERR2516947	0	0	node2594	ERR2517023	28
walker2018b_1190242_lineage3.1.1_strain1	ERR2516755;ERR2516860	4	4	node3353	ERR2517278	29
walker2018b_1202066_lineage3_strain1	ERR2516874;ERR2516878	2	2	node1594	ERR228245	78
walker2018b_1310837_lineage3_strain1	ERR2516818;ERR2517039	0	0	node2430	ERR117727	154
walker2018b_1326000_lineage3.1.2_strain1	ERR2516820;ERR2517095	2	2	node1946	ERR270732	214
walker2018b_1421109_lineage3.1.2.1_strain1	ERR2516837;ERR2516879;ERR2517012	0	0	node2018	ERR4553487	202
witney2017_006_lineage3_strain1	ERR1750883;ERR1750884	1	1	node846	ERR176825	36
