host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
00fc3c06-a964-427f-ae14-8534cb2efcc3_lineage4.3.3_strain1	SRR13232467;SRR13232500;SRR13232771	0	0	node467	SRR6458453	15
10916a3d-fcd0-4878-88f8-20d66d4e3d61_lineage4.3.3_strain1	SRR11033744;SRR11033746;SRR11033747	0	0	node370	SRR16088515	65
1127d772-0656-4090-aaae-e9bb801f9758_lineage4.3.3_strain1	SRR13232679;SRR13232681	1	1	node682	SRR7652969	11
116164d9-9b4a-43d3-85a5-680017951d6d_lineage4.3.3_strain1	SRR16088319;SRR16088515	0	0	node375	SRR11033744	65
13285fc4-3938-4d63-97ea-df8a4ec6dfdb_lineage4.3.3_strain1	SRR11033752;SRR11033753	0	0	node366	SRR16088515	59
1aaa67e4-952d-420b-9760-6e071c9f1489_lineage4.3.3_strain1	SRR13232540;SRR13232543	0	0	node831	SRR6458396	15
1e12547d-13eb-4c86-abba-0519e42ed66a_lineage4.3.3_strain1	SRR10380236;SRR10380237	2	2	node172	SRR10303309	17
1ff29035-0e5c-43d3-ab1d-63598f5053a3_lineage4.3.3_strain1	SRR13232710;SRR13232779	0	0	node755	SRR1172299	12
2c0ccd30-24ab-4f40-a011-dcafc4f713fa_lineage4.3.3_strain1	SRR13232727;SRR13232755	0	0	node834	SRR6458396	14
2cf1cab1-07fb-4a74-a166-eb22ef5b6dac_lineage4.3.3_strain1	SRR10380127;SRR10380128	0	0	node946	SRR13232410	21
4568afba-8424-4b3c-ae65-05609fdc2974_lineage4.3.3_strain1	SRR16088146;SRR16088527	2	2	node392	SRR7655787	21
53759e43-7cfc-4bb6-9f2c-3dc3d0e213f1_lineage4.3.3_strain1	SRR13232465;SRR13232761	6	6	node509	SRR6458433	17
5a346701-a1cf-4bf7-8cd8-58474a6f3429_lineage4.3.3_strain1	SRR13232568;SRR13232569	0	0	node523	SRR6458440	12
5b8455f7-9f61-4c79-b3f4-e6d5e1a45749_lineage4.3.3_strain1	SRR10380232;SRR10380233	1	1	node199	SRR10379891	86
5cf5df77-2866-44b9-86e4-312ba917ba34_lineage4.3.3_strain1	SRR13232693;SRR13232707	0	0	node540	SRR13232712	13
5eb53f3b-6d07-466d-ae69-67cc01dea699_lineage4.3.3_strain1	SRR13232501;SRR13232772	0	0	node544	SRR13232591	11
636cee55-567a-4bca-93cc-b6af6073cf6e_lineage4.3.4.2_strain1	SRR10380217;SRR10380218	0	0	node2213	SRR16088466	16
672ea022-4364-498d-a221-20b0302c20f0_lineage4.3.3_strain1	SRR13312531;SRR13312532;SRR13312533;SRR13312534;SRR13312535;SRR13312537;SRR13312538;SRR13312539;SRR3544717;SRR3544740	0	0	node395	SRR7655787	21
7529e113-20f8-40f3-8471-e84ab5224cf6_lineage4.3.3_strain1	SRR1163106;SRR1163189	0	0	node711	SRR6458433	21
87994eb2-59c0-4d08-b717-b9e0bd8b9e1c_lineage4.3.3_strain1	SRR7516368;SRR7516369	0	0	node871	SRR5153613	39
88935ad6-5390-4b6b-9f44-fcf9bd28cf21_lineage4.3.3_strain1	SRR13232528;SRR13232529	0	0	node597	ERR2516964	12
8a669b8b-b503-4e39-92b4-958dee7b2c21_lineage4.3.3_strain1	SRR13232527;SRR13232530	1	1	node810	SRR13232720	11
93907931-a240-4bbb-a091-de2fde582ab2_lineage4.3.3_strain1	SRR11033642;SRR16087875	0	0	node994	SRR16088430	51
a63b2040-67dd-4fec-bf68-8fc4146bce26_lineage4.3.3_strain1	SRR13232730;SRR13232752	0	0	node813	SRR6458462	11
acosta2022_1192_lineage4.3.3_strain1	ERR5165802;ERR5165805;ERR5165806;ERR5165807;ERR5165808;ERR5165809	2	8	node1153	ERR5165819	11
acosta2022_1527_lineage4.3.3_strain1	ERR2486955;ERR5165810;ERR5165811;ERR5165812;ERR5165813;ERR5165814;ERR5165815;ERR5165816;ERR5165817	0	8	node1178	ERR5165819	15
acosta2022_2398_lineage4.3.3_strain1	ERR5165790;ERR5165791;ERR5165792;ERR5165793;ERR5165794;ERR5165795;ERR5165796;ERR5165797;ERR5165798;ERR5165799;ERR5165800;ERR5165821;ERR7421587;ERR7421866	0	6	node1177	ERR5165819	12
afa72a79-e01d-4d36-84e1-a143d6f0ffb8_lineage4.3.3_strain1	SRR3743476;SRR6807754	6	6	node501	SRR10397092	21
b3cc8be0-6d6e-47b7-85ad-425ee98a8c5e_lineage4.3.3_strain1	SRR10379880;SRR10379881	3	3	node175	SRR10303309	16
b98d196d-7d4b-4411-b073-2260624c9efe_lineage4.3.3_strain1	SRR11033680;SRR11033725	3	3	node226	SRR11033657	35
c87e8083-7306-4d39-b132-0dedfe2cc9f4_lineage4.3.3_strain1	SRR1159006;SRR1163115	0	0	node785	SRR958480	11
cf5b2e2d-9425-4937-8105-fb9c72f4cce8_lineage4.3.3_strain1	SRR5153839;SRR5153844	0	0	node425	SRR7655787	12
clark2013_A70011_lineage4.3.4.2.1_strain1	ERR040112;ERR040113;ERR040116;ERR040117	0	2	node3693	ERR990549	66
cox2021_-2062812068495194498_lineage4.3.2.1_strain1	ERR6362329;ERR6362921	0	0	node4986	ERR6362907	47
cox2021_-2728194700235106456_lineage4.3.2.1_strain1	ERR5987360;ERR5987415	0	0	node6236	ERR6362139	58
cox2021_-4475956007677632626_lineage4.3.2_strain1	ERR6362256;ERR6362294	0	0	node4585	SRR4034501	19
cox2021_-6052009308494103782_lineage4.3.3_strain1	ERR6362445;ERR6362755	0	0	node1528	ERR6362518	14
cox2021_-6455585376339125830_lineage4.3.4.2.1_strain1	ERR6362459;ERR6362793	0	0	node4259	ERR176451	65
cox2021_-6881723137185183117_lineage4.3.3_strain1	ERR6362121;ERR6362124	0	0	node101	ERR5987243	57
cox2021_-7162221300319364407_lineage4.3.2.1_strain1	ERR5987251;ERR5987329	0	0	node5304	ERR6362709	17
cox2021_-73727433369638573_lineage4.3.2.1_strain1	ERR6052033;ERR6052083	0	0	node6454	ERR5987391	47
cox2021_-8273281152434863372_lineage4.3.2.1_strain1	ERR6052030;ERR6052050	0	0	node6465	ERR3340708	16
cox2021_-9186695965785769475_lineage4.3.3_strain1	ERR5987340;ERR5987399	0	0	node1491	ERR6362172	14
cox2021_1720410244585638126_lineage4.3.4.2.1_strain1	ERR6052023;ERR6052079	0	0	node4393	ERR6362130	109
cox2021_1885487872055552380_lineage4.3.3_strain1	ERR5987189;ERR5987371	0	0	node1650	SRR10315498	16
cox2021_2757146990830714255_lineage4.3.3_strain1	ERR5987215;ERR5987353	0	0	node1647	SRR10315498	22
cox2021_3811636036079699541_lineage4.3.3_strain1	ERR5987284;ERR5987341	0	0	node1633	SRR10315498	16
cox2021_6495007002385626803_lineage4.3.2.1_strain1	ERR6052032;ERR6052040	0	0	node6523	SRR9971104	57
cox2021_7943455246959310800_lineage4.3.3_strain1	ERR6052072;ERR6052100	0	0	node1653	SRR10315498	15
cox2021_9222929301809566304_lineage4.3.2_strain1	ERR5987326;ERR5987439	0	0	node4581	SRR4034501	19
dbbdf495-7080-462f-9908-2ab78b26d489_lineage4.3.3_strain1	SRR6458390;SRR6458415	0	0	node566	SRR6458446	12
dippenaara2019_1_lineage4.3.2.1_strain1	ERR3340735;ERR3340740	0	0	node6180	ERR176810	34
dippenaara2019_18_lineage4.3.2.1_strain1	ERR3340705;ERR3340728	1	1	node6538	ERR216908	44
dippenaara2019_2_lineage4.3.2.1_strain1	ERR3340708;ERR3340718	1	1	node6468	ERR6052030	16
dippenaara2019_3_lineage4.3.2.1_strain1	ERR3340697;ERR3340701	0	0	node5484	ERR6362542	63
dippenaara2019_4_lineage4.3.2.1_strain1	ERR3340698;ERR3340704	1	1	node5299	ERR5987329	17
e3e1c47f-4066-42d8-b3c6-10be9cfeb307_lineage4.3.3_strain1	SRR13232494;SRR13232495;SRR13232496	0	0	node509	SRR6458433	16
e7e7925c-2c41-4f9b-bede-71e99f26d466_lineage4.3.3_strain1	SRR13232532;SRR13232552	0	0	node966	SRR6357002	12
e8e7a0a6-33fc-4b64-8716-ec0c03a224b4_lineage4.3.3_strain1	SRR13232671;SRR13232672	0	0	node863	SRR13232748	16
f3493399-7546-451c-b97f-0c26d676f16f_lineage4.3.3_strain1	SRR13232513;SRR13232603;SRR13232614	1	3	node584	ERR2516964	11
fdda3e8f-9833-40fc-9145-ef1246145e06_lineage4.3.3_strain1	SRR13232498;SRR13232698	3	3	node716	SRR6458433	22
guerra2014_KPS_1_lineage4.3.4.2.1_strain1	ERR181711;ERR182021	1	1	node4142	ERR6362057	51
guerra2014_KPS_13_lineage4.3.4.2.1_strain1	ERR212075;ERR221577	0	0	node3209	ERR176667	14
guerra2014_KPS_15_lineage4.3.4.2.1_strain1	ERR161092;ERR221552	1	1	node3660	ERR181876	44
guerra2014_KPS_16_lineage4.3.4.2.1_strain1	ERR212065;ERR212070	0	0	node3379	ERR161137	33
guerra2014_KPS_21_lineage4.3.4.2.1_strain1	ERR181993;ERR212062	0	0	node3199	ERR176667	14
guerra2014_KPS_3_lineage4.3.4.2.1_strain1	ERR212061;ERR212068	4	4	node3336	ERR176687	39
guerra2014_KPS_37_lineage4.3.4.2.1_strain1	ERR161197;ERR221556	1	1	node2455	ERR176503	13
guerra2014_KPS_4_lineage4.3.4.2.1_strain1	ERR163987;ERR190350	0	0	node3774	ERR221594	12
guerra2014_KPS_53_lineage4.3.4.2.1_strain1	ERR221586;ERR221590	0	0	node2483	ERR176503	13
