host_id	isolate_id
chen2020_94a1baa2_lineage4.4.2_strain1	SRR11567783
chen2020_94a1baa2_lineage4.4.2_strain1	SRR11567784
chen2020_efdf222f_lineage4.4.2_strain1	SRR11567789
chen2021_p29_lineage4.4.2_strain1	SRR12062492
chen2021_p29_lineage4.4.2_strain1	SRR12062494
chen2021_p29_lineage4.4.2_strain1	SRR12062528
chen2021_p4_lineage4.4.2_strain1	SRR12062527
clark2013_A70011_lineage4.4.1.1_strain2	ERR040128
cox2021_-2537038720708133561_lineage4.4.1.1_strain1	ERR6361947
cox2021_-4565071445757268449_lineage4.4.1.1_strain1	ERR5987288
cox2021_-9076902172627954438_lineage4.4.1.1_strain1	ERR5987188
cox2021_2423974606035172143_lineage4.4.1.1_strain1	ERR5987247
cox2021_7975870014849582843_lineage4.4.1.1_strain1	ERR5987205
guerra2014_KPS_43_lineage4.4.1.2_strain1	ERR181932
guerra2014_KPS_77_lineage4.4.1.1_strain1	ERR182011
hu2021_ADR10_lineage4.4.2_strain1	SRR13423595
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033330
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033341
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033353
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033365
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033376
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033388
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033399
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033411
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033423
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033435
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033446
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035488
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035499
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035510
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035521
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035532
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035543
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035554
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035565
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035576
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035587
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035599
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035610
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035621
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035650
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035661
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035672
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035709
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035720
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035731
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035742
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035754
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035776
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035787
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035798
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035809
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035820
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4035831
