host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
hjort2021_patientX_lineage2.2.1_strain1	SRR12080268;SRR12080269;SRR12080270;SRR12080271;SRR12080272;SRR12080273;SRR12080274;SRR12080275;SRR12080276;SRR12080277;SRR12080278;SRR12080279;SRR12080280;SRR12080281;SRR12080282;SRR12080283;SRR12080284;SRR12080285;SRR12080286;SRR12080287;SRR12080288;SRR12080289;SRR12080290;SRR12080292;SRR12080293;SRR12080294;SRR12080295;SRR12080296;SRR12080297;SRR12080298;SRR12080299;SRR12080300;SRR12080301;SRR12080302;SRR12080303;SRR12080304;SRR12080305;SRR12080306;SRR12080307;SRR12080308;SRR12080309;SRR12080310;SRR12080311;SRR12080312;SRR12080313;SRR12080314;SRR12080315;SRR12080316;SRR12080317;SRR12080318;SRR12080319;SRR12080320;SRR12080321;SRR12080322;SRR12080323;SRR12080324;SRR12080325;SRR12080326;SRR12080327;SRR12080328;SRR12080329;SRR12080330;SRR12080331;SRR12080332;SRR12080333;SRR12080334;SRR12080335;SRR12080336;SRR12080337;SRR12080338;SRR12080339;SRR12080340;SRR12080341;SRR12080342;SRR12080343;SRR12080344	0	14	node6069	ERR2516823	71
hu2021_ADR01_lineage2.2.1_strain1	SRR13423640;SRR13423644	4	4	node4025	SRR13423641	111
hu2021_ADR08_lineage2.2.1_strain1	SRR13423554;SRR13423564	0	0	node3022	SRR8651590	121
hu2021_ADR12_lineage2.2.1_strain1	SRR13423634;SRR13423637	3	3	node832	SRR10397130	142
hu2021_ADR14_lineage2.2.1_strain1	SRR13423565;SRR13423594	3	3	node3007	SRR13423566	130
hu2021_ADR18_lineage2.2.1_strain1	SRR13423562;SRR13423589	5	5	node3011	SRR13423566	115
hu2021_ADR34_lineage2.2.2_strain1	SRR13423556;SRR13423570	0	0	node716	SRR13423555	51
hu2021_ADR43_lineage2.2.1_strain1	SRR13423557;SRR13423559	0	0	node986	SRR13423580	71
hu2021_ADR59_lineage2.2.1_strain1	SRR13423642;SRR13423652	0	0	node5890	SRR13423598	46
hu2021_ADR60_lineage2.2.1_strain1	SRR13423571;SRR13423590	0	0	node2940	SRR13423639	40
ley2021_P40_lineage2.2.1_strain1	ERR4896319;ERR4896320	0	0	node9228	ERR6361964	11
lieberman2016_P10_lineage2.2.1_strain1	SRR4033089;SRR4033100;SRR4033112;SRR4033123;SRR4033134;SRR4033145;SRR4033588	0	0	node2390	ERR171144	12
lieberman2016_P11_lineage2.2.1_strain1	SRR4033156;SRR4033168;SRR4033179;SRR4033214;SRR4033225	0	0	node4043	ERR6361960	20
