host_id	isolate_id
liu2020_A_lineage2.2.1_strain1	ERR3559113
liu2020_A_lineage2.2.1_strain1	ERR3559114
liu2020_A_lineage2.2.1_strain1	ERR3559115
liu2020_A_lineage2.2.1_strain1	ERR3559116
liu2020_A_lineage2.2.1_strain1	ERR3559117
liu2020_A_lineage2.2.1_strain1	ERR3559118
liu2020_A_lineage2.2.1_strain1	ERR3559119
liu2020_B_lineage2.2.1_strain1	ERR3559121
liu2020_B_lineage2.2.1_strain1	ERR3559122
liu2020_B_lineage2.2.1_strain1	ERR3559123
liu2020_B_lineage2.2.1_strain1	ERR3559124
liu2020_B_lineage2.2.1_strain1	ERR3559125
liu2020_B_lineage2.2.1_strain1	ERR3559126
liu2020_B_lineage2.2.1_strain1	ERR3559127
liu2020_B_lineage2.2.1_strain1	ERR3559128
liu2020_B_lineage2.2.1_strain1	ERR3559129
liu2020_B_lineage2.2.1_strain1	ERR3559130
liu2020_B_lineage2.2.1_strain1	ERR3559131
liu2020_B_lineage2.2.1_strain1	ERR3559132
liu2020_B_lineage2.2.1_strain1	ERR3559133
liu2020_B_lineage2.2.1_strain1	ERR3559134
liu2020_B_lineage2.2.1_strain1	ERR3559135
liu2020_B_lineage2.2.1_strain1	ERR3559136
liu2020_B_lineage2.2.1_strain1	ERR3559137
liu2020_B_lineage2.2.1_strain1	ERR3559138
liu2020_B_lineage2.2.1_strain1	ERR3559139
liu2020_B_lineage2.2.1_strain1	ERR3559140
liu2020_B_lineage2.2.1_strain1	ERR3559141
liu2020_B_lineage2.2.1_strain1	ERR3559142
liu2020_B_lineage2.2.1_strain1	ERR3559143
liu2020_B_lineage2.2.1_strain1	ERR3559144
liu2020_B_lineage2.2.1_strain1	ERR3559145
liu2020_B_lineage2.2.1_strain1	ERR3559146
liu2020_B_lineage2.2.1_strain1	ERR3559147
liu2020_B_lineage2.2.1_strain1	ERR3559148
liu2020_B_lineage2.2.1_strain1	ERR3559150
liu2020_B_lineage2.2.1_strain1	ERR3559151
liu2020_B_lineage2.2.1_strain1	ERR3559152
liu2020_B_lineage2.2.1_strain1	ERR3559153
liu2020_B_lineage2.2.1_strain1	ERR3559154
liu2020_B_lineage2.2.1_strain1	ERR3559155
liu2020_B_lineage2.2.1_strain1	ERR3559156
liu2020_B_lineage2.2.1_strain1	ERR3559157
liu2020_B_lineage2.2.1_strain1	ERR3559158
liu2020_B_lineage2.2.1_strain1	ERR3559159
liu2020_B_lineage2.2.1_strain1	ERR3559160
liu2020_B_lineage2.2.1_strain1	ERR3559161
liu2020_B_lineage2.2.1_strain1	ERR3559162
liu2020_B_lineage2.2.1_strain1	ERR3559163
liu2020_B_lineage2.2.1_strain1	ERR3559164
liu2020_B_lineage2.2.1_strain1	ERR3559165
liu2020_B_lineage2.2.1_strain1	ERR3559166
liu2020_B_lineage2.2.1_strain1	ERR3559167
liu2020_B_lineage2.2.1_strain1	ERR3559168
liu2020_B_lineage2.2.1_strain1	ERR3559169
liu2020_B_lineage2.2.1_strain1	ERR3559170
liu2020_B_lineage2.2.1_strain1	ERR3559171
liu2020_B_lineage2.2.1_strain1	ERR3559172
liu2020_C_lineage2.2.1_strain1	ERR3559174
liu2020_C_lineage2.2.1_strain1	ERR3559175
liu2020_C_lineage2.2.1_strain1	ERR3559176
liu2020_C_lineage2.2.1_strain1	ERR3559177
liu2020_C_lineage2.2.1_strain1	ERR3559178
liu2020_C_lineage2.2.1_strain1	ERR3559179
liu2020_C_lineage2.2.1_strain1	ERR3559180
liu2020_C_lineage2.2.1_strain1	ERR3559181
liu2020_C_lineage2.2.1_strain1	ERR3559182
liu2020_C_lineage2.2.1_strain1	ERR3559183
liu2020_C_lineage2.2.1_strain1	ERR3559184
liu2020_C_lineage2.2.1_strain1	ERR3559185
liu2020_C_lineage2.2.1_strain1	ERR3559186
liu2020_C_lineage2.2.1_strain1	ERR3559187
liu2020_C_lineage2.2.1_strain1	ERR3559188
liu2020_C_lineage2.2.1_strain1	ERR3559189
liu2020_C_lineage2.2.1_strain1	ERR3559190
liu2020_C_lineage2.2.1_strain1	ERR3559191
liu2020_C_lineage2.2.1_strain1	ERR3559192
liu2020_C_lineage2.2.1_strain1	ERR3559193
liu2020_C_lineage2.2.1_strain1	ERR3559194
liu2020_C_lineage2.2.1_strain1	ERR3559195
liu2020_C_lineage2.2.1_strain1	ERR3559196
liu2020_C_lineage2.2.1_strain1	ERR3559197
liu2020_C_lineage2.2.1_strain1	ERR3559198
liu2020_C_lineage2.2.1_strain1	ERR3559199
liu2020_C_lineage2.2.1_strain1	ERR3559200
liu2020_C_lineage2.2.1_strain1	ERR3559201
liu2020_C_lineage2.2.1_strain1	ERR3559202
liu2020_C_lineage2.2.1_strain1	ERR3559203
liu2020_C_lineage2.2.1_strain1	ERR3559204
liu2020_C_lineage2.2.1_strain1	ERR3559205
liu2020_C_lineage2.2.1_strain1	ERR3559206
liu2020_C_lineage2.2.1_strain1	ERR3559207
liu2020_C_lineage2.2.1_strain1	ERR3559208
liu2020_C_lineage2.2.1_strain1	ERR3559209
liu2020_C_lineage2.2.1_strain1	ERR3559210
liu2020_C_lineage2.2.1_strain1	ERR3559211
liu2020_C_lineage2.2.1_strain1	ERR3559212
liu2020_C_lineage2.2.1_strain1	ERR3559213
liu2020_C_lineage2.2.1_strain1	ERR3559214
liu2020_C_lineage2.2.1_strain1	ERR3559215
liu2020_C_lineage2.2.1_strain1	ERR3559216
liu2020_C_lineage2.2.1_strain1	ERR3559217
liu2020_C_lineage2.2.1_strain1	ERR3559218
liu2020_C_lineage2.2.1_strain1	ERR3559219
liu2020_C_lineage2.2.1_strain1	ERR3559220
liu2020_C_lineage2.2.1_strain1	ERR3559221
liu2020_C_lineage2.2.1_strain1	ERR3559222
liu2020_C_lineage2.2.1_strain1	ERR3559223
liu2020_E_lineage2.2.1_strain1	ERR3559224
liu2020_E_lineage2.2.1_strain1	ERR3559225
liu2020_E_lineage2.2.1_strain1	ERR3559226
liu2020_E_lineage2.2.1_strain1	ERR3559227
liu2020_E_lineage2.2.1_strain1	ERR3559228
liu2020_E_lineage2.2.1_strain1	ERR3559229
liu2020_E_lineage2.2.1_strain1	ERR3559230
liu2020_E_lineage2.2.1_strain1	ERR3559231
liu2020_E_lineage2.2.1_strain1	ERR3559232
liu2020_E_lineage2.2.1_strain1	ERR3559233
liu2020_E_lineage2.2.1_strain1	ERR3559234
liu2020_E_lineage2.2.1_strain1	ERR3559235
liu2020_E_lineage2.2.1_strain1	ERR3559236
liu2020_E_lineage2.2.1_strain1	ERR3559237
liu2020_E_lineage2.2.1_strain1	ERR3559238
liu2020_E_lineage2.2.1_strain1	ERR3559239
liu2020_E_lineage2.2.1_strain1	ERR3559240
liu2020_E_lineage2.2.1_strain1	ERR3559241
liu2020_E_lineage2.2.1_strain1	ERR3559243
liu2020_E_lineage2.2.1_strain1	ERR3559244
liu2020_E_lineage2.2.1_strain1	ERR3559245
liu2020_E_lineage2.2.1_strain1	ERR3559246
liu2020_E_lineage2.2.1_strain1	ERR3559247
liu2020_E_lineage2.2.1_strain1	ERR3559248
liu2020_E_lineage2.2.1_strain1	ERR3559249
liu2020_E_lineage2.2.1_strain1	ERR3559251
liu2020_E_lineage2.2.1_strain1	ERR3559252
liu2020_E_lineage2.2.1_strain1	ERR3559254
liu2020_E_lineage2.2.1_strain1	ERR3559255
liu2020_E_lineage2.2.1_strain1	ERR3559256
liu2020_E_lineage2.2.1_strain1	ERR3559257
liu2020_E_lineage2.2.1_strain1	ERR3559258
liu2020_E_lineage2.2.1_strain1	ERR3559259
liu2020_E_lineage2.2.1_strain1	ERR3559260
liu2020_E_lineage2.2.1_strain1	ERR3559261
liu2020_E_lineage2.2.1_strain1	ERR3559262
liu2020_E_lineage2.2.1_strain1	ERR3559264
liu2020_E_lineage2.2.1_strain1	ERR3559265
liu2020_E_lineage2.2.1_strain1	ERR3559266
liu2020_E_lineage2.2.1_strain1	ERR3559267
liu2020_E_lineage2.2.1_strain1	ERR3559268
liu2020_E_lineage2.2.1_strain1	ERR3559269
liu2020_E_lineage2.2.1_strain1	ERR3559270
liu2020_E_lineage2.2.1_strain1	ERR3559271
liu2020_E_lineage2.2.1_strain1	ERR3559272
liu2020_G_lineage2.2.1_strain1	ERR3559308
liu2020_G_lineage2.2.1_strain1	ERR3559309
liu2020_G_lineage2.2.1_strain1	ERR3559311
liu2020_G_lineage2.2.1_strain1	ERR3559312
liu2020_G_lineage2.2.1_strain1	ERR3559313
liu2020_G_lineage2.2.1_strain1	ERR3559316
liu2020_H_lineage2.2.1.1_strain1	ERR3559318
liu2020_H_lineage2.2.1.1_strain1	ERR3559319
liu2020_H_lineage2.2.1.1_strain1	ERR3559320
liu2020_H_lineage2.2.1.1_strain1	ERR3559321
liu2020_H_lineage2.2.1.1_strain1	ERR3559322
liu2020_H_lineage2.2.1.1_strain1	ERR3559323
liu2020_H_lineage2.2.1.1_strain1	ERR3559324
liu2020_H_lineage2.2.1.1_strain1	ERR3559325
liu2020_H_lineage2.2.1.1_strain1	ERR3559326
liu2020_H_lineage2.2.1.1_strain1	ERR3559327
liu2020_H_lineage2.2.1.1_strain1	ERR3559328
liu2020_H_lineage2.2.1.1_strain1	ERR3559329
liu2020_H_lineage2.2.1.1_strain1	ERR3559330
liu2020_H_lineage2.2.1.1_strain1	ERR3559331
liu2020_H_lineage2.2.1.1_strain1	ERR3559332
liu2020_H_lineage2.2.1.1_strain1	ERR3559334
liu2020_H_lineage2.2.1.1_strain1	ERR3559335
liu2020_H_lineage2.2.1.1_strain1	ERR3559336
liu2020_H_lineage2.2.1.1_strain1	ERR3559337
liu2020_H_lineage2.2.1.1_strain1	ERR3559338
liu2020_H_lineage2.2.1.1_strain1	ERR3559339
liu2020_H_lineage2.2.1.1_strain1	ERR3559340
liu2020_H_lineage2.2.1.1_strain1	ERR3559341
liu2020_H_lineage2.2.1.1_strain1	ERR3559342
liu2020_H_lineage2.2.1.1_strain1	ERR3559343
liu2020_H_lineage2.2.1.1_strain1	ERR3559344
liu2020_H_lineage2.2.1.1_strain1	ERR3559345
liu2020_H_lineage2.2.1.1_strain1	ERR3559346
liu2020_H_lineage2.2.1.1_strain1	ERR3559347
liu2020_H_lineage2.2.1.1_strain1	ERR3559348
liu2020_H_lineage2.2.1.1_strain1	ERR3559349
liu2020_H_lineage2.2.1.1_strain1	ERR3559350
liu2020_H_lineage2.2.1.1_strain1	ERR3559351
liu2020_H_lineage2.2.1.1_strain1	ERR3559352
liu2020_H_lineage2.2.1.1_strain1	ERR3559353
liu2020_H_lineage2.2.1.1_strain1	ERR3559354
liu2020_H_lineage2.2.1.1_strain1	ERR3559355
liu2020_H_lineage2.2.1.1_strain1	ERR3559356
liu2020_H_lineage2.2.1.1_strain1	ERR3559357
liu2020_I_lineage2.2.1_strain1	ERR3559358
liu2020_I_lineage2.2.1_strain1	ERR3559359
liu2020_I_lineage2.2.1_strain1	ERR3559360
liu2020_I_lineage2.2.1_strain1	ERR3559361
liu2020_I_lineage2.2.1_strain1	ERR3559362
liu2020_I_lineage2.2.1_strain1	ERR3559363
liu2020_I_lineage2.2.1_strain1	ERR3559364
liu2020_I_lineage2.2.1_strain1	ERR3559365
liu2020_I_lineage2.2.1_strain1	ERR3559366
liu2020_I_lineage2.2.1_strain1	ERR3559367
liu2020_I_lineage2.2.1_strain1	ERR3559368
liu2020_I_lineage2.2.1_strain1	ERR3559369
liu2020_I_lineage2.2.1_strain1	ERR3559370
liu2020_I_lineage2.2.1_strain1	ERR3559371
liu2020_I_lineage2.2.1_strain1	ERR3559372
liu2020_I_lineage2.2.1_strain1	ERR3559373
liu2020_I_lineage2.2.1_strain1	ERR3559374
liu2020_I_lineage2.2.1_strain1	ERR3559375
liu2020_I_lineage2.2.1_strain1	ERR3559376
liu2020_I_lineage2.2.1_strain1	ERR3559377
liu2020_I_lineage2.2.1_strain1	ERR3559378
liu2020_I_lineage2.2.1_strain1	ERR3559379
liu2020_I_lineage2.2.1_strain1	ERR3559380
liu2020_I_lineage2.2.1_strain1	ERR3559381
liu2020_I_lineage2.2.1_strain1	ERR3559382
liu2020_I_lineage2.2.1_strain1	ERR3559383
liu2020_I_lineage2.2.1_strain1	ERR3559384
liu2020_I_lineage2.2.1_strain1	ERR3559385
liu2020_I_lineage2.2.1_strain1	ERR3559386
liu2020_I_lineage2.2.1_strain1	ERR3559387
liu2020_I_lineage2.2.1_strain1	ERR3559388
liu2020_I_lineage2.2.1_strain1	ERR3559389
liu2020_I_lineage2.2.1_strain1	ERR3559390
liu2020_I_lineage2.2.1_strain1	ERR3559391
liu2020_I_lineage2.2.1_strain1	ERR3559392
liu2020_I_lineage2.2.1_strain1	ERR3559393
liu2020_I_lineage2.2.1_strain1	ERR3559394
liu2020_I_lineage2.2.1_strain1	ERR3559395
liu2020_I_lineage2.2.1_strain1	ERR3559396
liu2020_I_lineage2.2.1_strain1	ERR3559397
liu2020_I_lineage2.2.1_strain1	ERR3559398
liu2020_I_lineage2.2.1_strain1	ERR3559399
liu2020_I_lineage2.2.1_strain1	ERR3559400
liu2020_I_lineage2.2.1_strain1	ERR3559401
liu2020_I_lineage2.2.1_strain1	ERR3559402
liu2020_I_lineage2.2.1_strain1	ERR3559403
liu2020_I_lineage2.2.1_strain1	ERR3559404
liu2020_I_lineage2.2.1_strain1	ERR3559405
liu2020_I_lineage2.2.1_strain1	ERR3559406
liu2020_J_lineage2.2.1_strain1	ERR3559408
liu2020_J_lineage2.2.1_strain1	ERR3559409
liu2020_J_lineage2.2.1_strain1	ERR3559410
liu2020_J_lineage2.2.1_strain1	ERR3559411
liu2020_J_lineage2.2.1_strain1	ERR3559412
liu2020_J_lineage2.2.1_strain1	ERR3559413
liu2020_J_lineage2.2.1_strain1	ERR3559414
liu2020_J_lineage2.2.1_strain1	ERR3559415
liu2020_J_lineage2.2.1_strain1	ERR3559416
liu2020_J_lineage2.2.1_strain1	ERR3559417
liu2020_J_lineage2.2.1_strain1	ERR3559418
liu2020_J_lineage2.2.1_strain1	ERR3559419
liu2020_J_lineage2.2.1_strain1	ERR3559420
liu2020_J_lineage2.2.1_strain1	ERR3559421
liu2020_J_lineage2.2.1_strain1	ERR3559422
liu2020_J_lineage2.2.1_strain1	ERR3559423
liu2020_J_lineage2.2.1_strain1	ERR3559424
liu2020_J_lineage2.2.1_strain1	ERR3559425
liu2020_J_lineage2.2.1_strain1	ERR3559426
liu2020_J_lineage2.2.1_strain1	ERR3559427
liu2020_J_lineage2.2.1_strain1	ERR3559428
liu2020_J_lineage2.2.1_strain1	ERR3559429
liu2020_J_lineage2.2.1_strain1	ERR3559430
liu2020_J_lineage2.2.1_strain1	ERR3559431
liu2020_J_lineage2.2.1_strain1	ERR3559432
liu2020_J_lineage2.2.1_strain1	ERR3559433
liu2020_J_lineage2.2.1_strain1	ERR3559434
liu2020_J_lineage2.2.1_strain1	ERR3559435
liu2020_J_lineage2.2.1_strain1	ERR3559436
liu2020_J_lineage2.2.1_strain1	ERR3559437
liu2020_J_lineage2.2.1_strain1	ERR3559438
liu2020_J_lineage2.2.1_strain1	ERR3559439
liu2020_J_lineage2.2.1_strain1	ERR3559440
liu2020_J_lineage2.2.1_strain1	ERR3559441
liu2020_J_lineage2.2.1_strain1	ERR3559442
liu2020_J_lineage2.2.1_strain1	ERR3559443
liu2020_J_lineage2.2.1_strain1	ERR3559444
liu2020_J_lineage2.2.1_strain1	ERR3559445
liu2020_J_lineage2.2.1_strain1	ERR3559446
liu2020_J_lineage2.2.1_strain1	ERR3559447
liu2020_J_lineage2.2.1_strain1	ERR3559448
liu2020_J_lineage2.2.1_strain1	ERR3559449
liu2020_J_lineage2.2.1_strain1	ERR3559450
liu2020_J_lineage2.2.1_strain1	ERR3559451
liu2020_J_lineage2.2.1_strain1	ERR3559452
liu2020_J_lineage2.2.1_strain1	ERR3559453
liu2020_J_lineage2.2.1_strain1	ERR3559454
liu2020_J_lineage2.2.1_strain1	ERR3559455
liu2020_J_lineage2.2.1_strain1	ERR3559456
liu2020_J_lineage2.2.1_strain1	ERR3559457
liu2020_K_lineage2.2.1_strain1	ERR3559458
liu2020_K_lineage2.2.1.1_strain2	ERR3559459
liu2020_K_lineage2.2.1_strain1	ERR3559460
liu2020_K_lineage2.2.1_strain1	ERR3559461
liu2020_K_lineage2.2.1_strain1	ERR3559462
liu2020_K_lineage2.2.1_strain1	ERR3559463
liu2020_K_lineage2.2.1_strain1	ERR3559464
liu2020_K_lineage2.2.1_strain1	ERR3559465
liu2020_K_lineage2.2.1_strain1	ERR3559466
liu2020_K_lineage2.2.1_strain1	ERR3559467
liu2020_K_lineage2.2.1_strain1	ERR3559468
liu2020_K_lineage2.2.1_strain1	ERR3559469
liu2020_K_lineage2.2.1_strain1	ERR3559470
liu2020_K_lineage2.2.1_strain1	ERR3559471
liu2020_K_lineage2.2.1_strain1	ERR3559472
liu2020_K_lineage2.2.1_strain1	ERR3559473
liu2020_K_lineage2.2.1_strain1	ERR3559474
liu2020_K_lineage2.2.1_strain1	ERR3559475
liu2020_K_lineage2.2.1_strain1	ERR3559476
liu2020_K_lineage2.2.1_strain1	ERR3559477
liu2020_K_lineage2.2.1.1_strain2	ERR3559478
liu2020_K_lineage2.2.1_strain1	ERR3559479
liu2020_K_lineage2.2.1_strain1	ERR3559480
liu2020_K_lineage2.2.1_strain1	ERR3559481
liu2020_K_lineage2.2.1_strain1	ERR3559482
liu2020_K_lineage2.2.1_strain1	ERR3559483
liu2020_K_lineage2.2.1_strain1	ERR3559484
liu2020_K_lineage2.2.1_strain1	ERR3559485
liu2020_K_lineage2.2.1_strain1	ERR3559486
liu2020_K_lineage2.2.1_strain1	ERR3559487
liu2020_K_lineage2.2.1_strain1	ERR3559488
liu2020_K_lineage2.2.1_strain1	ERR3559489
liu2020_K_lineage2.2.1_strain1	ERR3559490
liu2020_K_lineage2.2.1_strain1	ERR3559491
liu2020_K_lineage2.2.1_strain1	ERR3559492
liu2020_K_lineage2.2.1_strain1	ERR3559493
liu2020_K_lineage2.2.1_strain1	ERR3559495
liu2020_K_lineage2.2.1_strain1	ERR3559496
liu2020_K_lineage2.2.1_strain1	ERR3559498
liu2020_K_lineage2.2.1_strain1	ERR3559500
liu2020_K_lineage2.2.1_strain1	ERR3559501
liu2020_K_lineage2.2.1_strain1	ERR3559502
liu2020_K_lineage2.2.1_strain1	ERR3559503
liu2020_K_lineage2.2.1_strain1	ERR3559504
liu2020_K_lineage2.2.1_strain1	ERR3559505
liu2020_K_lineage2.2.1_strain1	ERR3559506
liu2020_K_lineage2.2.1_strain1	ERR3559507
liu2020_L_lineage2.2.1_strain1	ERR3559509
liu2020_L_lineage2.2.1_strain1	ERR3559510
liu2020_L_lineage2.2.1_strain1	ERR3559511
liu2020_L_lineage2.2.1_strain1	ERR3559512
liu2020_L_lineage2.2.1_strain1	ERR3559513
liu2020_L_lineage2.2.1_strain1	ERR3559514
liu2020_L_lineage2.2.1_strain1	ERR3559515
liu2020_L_lineage2.2.1_strain1	ERR3559516
liu2020_L_lineage2.2.1_strain1	ERR3559517
liu2020_L_lineage2.2.1_strain1	ERR3559518
liu2020_L_lineage2.2.1_strain1	ERR3559519
liu2020_L_lineage2.2.1_strain1	ERR3559520
liu2020_L_lineage2.2.1_strain1	ERR3559521
liu2020_L_lineage2.2.1_strain1	ERR3559522
liu2020_L_lineage2.2.1_strain1	ERR3559523
liu2020_L_lineage2.2.1_strain1	ERR3559524
liu2020_L_lineage2.2.1_strain1	ERR3559525
liu2020_L_lineage2.2.1_strain1	ERR3559526
liu2020_L_lineage2.2.1_strain1	ERR3559527
liu2020_L_lineage2.2.1_strain1	ERR3559528
liu2020_L_lineage2.2.1_strain1	ERR3559529
liu2020_L_lineage2.2.1_strain1	ERR3559530
liu2020_L_lineage2.2.1_strain1	ERR3559532
liu2020_L_lineage2.2.1_strain1	ERR3559534
liu2020_L_lineage2.2.1_strain1	ERR3559535
liu2020_L_lineage2.2.1_strain1	ERR3559536
liu2020_L_lineage2.2.1_strain1	ERR3559538
liu2020_L_lineage2.2.1_strain1	ERR3559539
liu2020_L_lineage2.2.1_strain1	ERR3559540
liu2020_L_lineage2.2.1_strain1	ERR3559541
liu2020_L_lineage2.2.1_strain1	ERR3559542
liu2020_L_lineage2.2.1_strain1	ERR3559543
liu2020_L_lineage2.2.1_strain1	ERR3559544
liu2020_L_lineage2.2.1_strain1	ERR3559546
liu2020_L_lineage2.2.1_strain1	ERR3559547
liu2020_L_lineage2.2.1_strain1	ERR3559548
liu2020_L_lineage2.2.1_strain1	ERR3559549
liu2020_L_lineage2.2.1_strain1	ERR3559550
liu2020_L_lineage2.2.1_strain1	ERR3559551
liu2020_L_lineage2.2.1_strain1	ERR3559552
liu2020_L_lineage2.2.1_strain1	ERR3559553
liu2020_L_lineage2.2.1_strain1	ERR3559555
liu2020_L_lineage2.2.1_strain1	ERR3559557
liu2020_M_lineage2.2.1_strain1	ERR3559558
liu2020_M_lineage2.2.1_strain1	ERR3559559
liu2020_M_lineage2.2.1_strain1	ERR3559560
liu2020_M_lineage2.2.1_strain1	ERR3559561
liu2020_M_lineage2.2.1_strain1	ERR3559562
liu2020_M_lineage2.2.1_strain1	ERR3559563
liu2020_M_lineage2.2.1_strain1	ERR3559564
liu2020_M_lineage2.2.1_strain1	ERR3559565
liu2020_M_lineage2.2.1_strain1	ERR3559566
liu2020_M_lineage2.2.1_strain1	ERR3559567
liu2020_M_lineage2.2.1_strain1	ERR3559568
liu2020_M_lineage2.2.1_strain1	ERR3559569
liu2020_M_lineage2.2.1_strain1	ERR3559570
liu2020_M_lineage2.2.1_strain1	ERR3559571
liu2020_M_lineage2.2.1_strain1	ERR3559572
liu2020_M_lineage2.2.1_strain1	ERR3559573
liu2020_M_lineage2.2.1_strain1	ERR3559574
liu2020_M_lineage2.2.1_strain1	ERR3559575
liu2020_M_lineage2.2.1_strain1	ERR3559577
liu2020_M_lineage2.2.1_strain1	ERR3559578
liu2020_M_lineage2.2.1_strain1	ERR3559579
liu2020_M_lineage2.2.1_strain1	ERR3559580
liu2020_M_lineage2.2.1_strain1	ERR3559581
liu2020_M_lineage2.2.1_strain1	ERR3559582
liu2020_M_lineage2.2.1_strain1	ERR3559583
liu2020_M_lineage2.2.1_strain1	ERR3559584
liu2020_M_lineage2.2.1_strain1	ERR3559585
liu2020_M_lineage2.2.1_strain1	ERR3559586
liu2020_M_lineage2.2.1_strain1	ERR3559587
liu2020_M_lineage2.2.1_strain1	ERR3559588
liu2020_M_lineage2.2.1_strain1	ERR3559589
liu2020_M_lineage2.2.1_strain1	ERR3559590
liu2020_M_lineage2.2.1_strain1	ERR3559591
liu2020_M_lineage2.2.1_strain1	ERR3559592
liu2020_M_lineage2.2.1_strain1	ERR3559593
liu2020_M_lineage2.2.1_strain1	ERR3559594
liu2020_M_lineage2.2.1_strain1	ERR3559595
liu2020_M_lineage2.2.1_strain1	ERR3559596
liu2020_M_lineage2.2.1_strain1	ERR3559597
liu2020_M_lineage2.2.1_strain1	ERR3559598
liu2020_M_lineage2.2.1_strain1	ERR3559599
liu2020_M_lineage2.2.1_strain1	ERR3559601
liu2020_M_lineage2.2.1_strain1	ERR3559602
liu2020_M_lineage2.2.1_strain1	ERR3559603
liu2020_M_lineage2.2.1_strain1	ERR3559604
liu2020_M_lineage2.2.1_strain1	ERR3559605
liu2020_M_lineage2.2.1_strain1	ERR3559606
liu2020_M_lineage2.2.1_strain1	ERR3559607
liu2020_O_lineage2.2.1_strain1	ERR3559609
liu2020_O_lineage2.2.1_strain1	ERR3559610
liu2020_O_lineage2.2.1_strain1	ERR3559611
liu2020_O_lineage2.2.1_strain1	ERR3559615
liu2020_O_lineage2.2.1_strain1	ERR3559616
liu2020_O_lineage2.2.1_strain1	ERR3559618
liu2020_O_lineage2.2.1_strain1	ERR3559619
liu2020_O_lineage2.2.1_strain1	ERR3559620
liu2020_O_lineage2.2.1_strain1	ERR3559621
liu2020_O_lineage2.2.1_strain1	ERR3559623
liu2020_O_lineage2.2.1_strain1	ERR3559625
liu2020_O_lineage2.2.1_strain1	ERR3559626
liu2020_O_lineage2.2.1_strain1	ERR3559627
liu2020_O_lineage2.2.1_strain1	ERR3559629
liu2020_O_lineage2.2.1_strain1	ERR3559630
liu2020_O_lineage2.2.1_strain1	ERR3559631
liu2020_O_lineage2.2.1_strain1	ERR3559632
liu2020_O_lineage2.2.1_strain1	ERR3559634
liu2020_O_lineage2.2.1_strain1	ERR3559636
liu2020_P_lineage2.2.1_strain1	ERR3559638
liu2020_P_lineage2.2.1_strain1	ERR3559639
liu2020_P_lineage2.2.1_strain1	ERR3559640
liu2020_P_lineage2.2.1_strain1	ERR3559641
liu2020_P_lineage2.2.1_strain1	ERR3559642
liu2020_P_lineage2.2.1_strain1	ERR3559643
liu2020_P_lineage2.2.1_strain1	ERR3559644
liu2020_P_lineage2.2.1_strain1	ERR3559645
liu2020_P_lineage2.2.1_strain1	ERR3559646
liu2020_P_lineage2.2.1_strain1	ERR3559647
liu2020_P_lineage2.2.1_strain1	ERR3559648
liu2020_P_lineage2.2.1_strain1	ERR3559649
liu2020_P_lineage2.2.1_strain1	ERR3559650
liu2020_P_lineage2.2.1_strain1	ERR3559651
liu2020_P_lineage2.2.1_strain1	ERR3559652
liu2020_P_lineage2.2.1_strain1	ERR3559653
liu2020_P_lineage2.2.1_strain1	ERR3559654
liu2020_P_lineage2.2.1_strain1	ERR3559655
liu2020_P_lineage2.2.1_strain1	ERR3559656
liu2020_P_lineage2.2.1_strain1	ERR3559657
liu2020_P_lineage2.2.1_strain1	ERR3559658
liu2020_P_lineage2.2.1_strain1	ERR3559659
liu2020_P_lineage2.2.1_strain1	ERR3559660
liu2020_P_lineage2.2.1_strain1	ERR3559661
liu2020_P_lineage2.2.1_strain1	ERR3559662
liu2020_P_lineage2.2.1_strain1	ERR3559663
liu2020_P_lineage2.2.1_strain1	ERR3559664
liu2020_P_lineage2.2.1_strain1	ERR3559665
liu2020_P_lineage2.2.1_strain1	ERR3559666
liu2020_P_lineage2.2.1_strain1	ERR3559667
liu2020_P_lineage2.2.1_strain1	ERR3559668
liu2020_P_lineage2.2.1_strain1	ERR3559669
liu2020_P_lineage2.2.1_strain1	ERR3559670
liu2020_P_lineage2.2.1_strain1	ERR3559671
liu2020_P_lineage2.2.1_strain1	ERR3559672
liu2020_P_lineage2.2.1_strain1	ERR3559673
liu2020_P_lineage2.2.1_strain1	ERR3559674
liu2020_P_lineage2.2.1_strain1	ERR3559675
liu2020_P_lineage2.2.1_strain1	ERR3559676
liu2020_P_lineage2.2.1_strain1	ERR3559677
liu2020_P_lineage2.2.1_strain1	ERR3559678
liu2020_P_lineage2.2.1_strain1	ERR3559679
liu2020_P_lineage2.2.1_strain1	ERR3559680
liu2020_P_lineage2.2.1_strain1	ERR3559681
liu2020_P_lineage2.2.1_strain1	ERR3559682
liu2020_P_lineage2.2.1_strain1	ERR3559683
liu2020_P_lineage2.2.1_strain1	ERR3559684
liu2020_P_lineage2.2.1_strain1	ERR3559685
liu2020_P_lineage2.2.1_strain1	ERR3559686
liu2020_Q_lineage2.2.1.1_strain1	ERR3559688
liu2020_Q_lineage2.2.1.1_strain1	ERR3559689
liu2020_Q_lineage2.2.1.1_strain1	ERR3559690
liu2020_Q_lineage2.2.1.1_strain1	ERR3559691
liu2020_Q_lineage2.2.1.1_strain1	ERR3559692
liu2020_Q_lineage2.2.1.1_strain1	ERR3559693
liu2020_Q_lineage2.2.1.1_strain1	ERR3559694
liu2020_Q_lineage2.2.1.1_strain1	ERR3559695
liu2020_Q_lineage2.2.1.1_strain1	ERR3559696
liu2020_Q_lineage2.2.1.1_strain1	ERR3559697
