host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
guerra2014_KPS_28_lineage1.1.3.2_strain1	ERR161063;ERR181910	0	0	node968	ERR216904	132
guerra2014_KPS_66_lineage1.1.2_strain1	ERR161106;ERR181971	2	2	node25	ERR176597	112
shanmugam2021_P01_lineage1.1.2_strain1	SRR11348215;SRR11348216	2	2	node305	ERR330696	208
shanmugam2021_P07_lineage1.1.2_strain1	SRR11348211;SRR11348212	0	0	node570	ERR046855	97
shanmugam2021_P08_lineage1.1.2_strain1	SRR11348209;SRR11348210	2	2	node295	ERR228279	172
shanmugam2021_P09_lineage1.1.2_strain1	SRR11348207;SRR11348208	1	1	node241	ERR117675	153
shanmugam2021_P11_lineage1.1.2_strain1	SRR11348202;SRR11348203	0	0	node586	SRR11348179	153
shanmugam2021_P15_lineage1.1.2_strain1	SRR11348194;SRR11348195	0	0	node248	SRR11348197	180
shanmugam2021_P16_lineage1.1.2_strain1	SRR11348191;SRR11348192	0	0	node252	SRR11348144	156
shanmugam2021_P18_lineage1.1.2_strain1	SRR11348187;SRR11348188	1	1	node267	SRR11348166	124
shanmugam2021_P30_lineage1.1.2_strain1	SRR11348161;SRR11348162	0	0	node344	SRR11348164	203
shanmugam2021_P34_lineage1.1.2_strain1	SRR11348152;SRR11348153	1	1	node174	ERR123934	154
shanmugam2021_P41_lineage1.1.2_strain1	SRR11348139;SRR11348140	1	1	node209	ERR2516986	145
walker2013_P000033_lineage1.1.2_strain1	ERR046832;ERR046900	0	0	node230	SRR11348198	164
walker2013_P000056_lineage1.1.2_strain1	ERR046905;ERR046907;ERR046915	0	1	node426	ERR270776	288
walker2013_P000180_lineage1.1.2_strain1	ERR046855;ERR046856	3	3	node574	SRR11348156	133
walker2013_P000202_lineage1.1.2_strain1	ERR046849;ERR046891	0	0	node552	ERR221575	61
walker2013_P000268_lineage1.1.2_strain1	ERR047001;ERR047002	0	0	node363	ERR403371	134
walker2018b_ 890166_lineage1.1.3.1_strain1	ERR2516763;ERR2516833;ERR2516881	0	0	node827	ERR123940	171
walker2018b_ 976009_lineage1.1.2_strain1	ERR2516941;ERR2517103	0	0	node486	ERR123932	139
walker2018b_1336836_lineage1.1.2_strain1	ERR2516986;ERR2516997	0	0	node206	SRR11348140	145
black2015_9_lineage1.2.2.2_strain1	ERR985421;ERR985426	6	6	node552	ERR6052088	107
cox2021_5812906022165160734_lineage1.2.2.2_strain1	ERR6052078;ERR6052088	0	0	node592	ERR323111	60
nimmo2020_K0084_lineage1.2.2.1_strain1	SRR9971083;SRR9971118	0	0	node227	ERR212097	116
nimmo2020_P0163_lineage1.2.2.2_strain1	SRR10315601;SRR10315602	0	0	node565	ERR2516929	13
shanmugam2021_P02_lineage1.2.2.2_strain1	SRR11348193;SRR11348204	1	1	node456	ERR294186	111
walker2013_P000009_lineage1.2.2.1_strain1	ERR046848;ERR046898	2	2	node176	ERR2517374	253
walker2013_P000062_lineage1.2.2.1_strain1	ERR038258;ERR038259	0	0	node279	ERR181725	269
walker2013_P000064_lineage1.2.2.1_strain1	ERR046844;ERR046893	2	2	node155	ERR117678	376
walker2013_P000219_lineage1.2.2.2_strain1	ERR046880;ERR046881	0	0	node488	ERR294211	102
walker2018b_1012082_lineage1.2.2.1_strain1	ERR2516802;ERR2517086	0	0	node189	ERR2517381	182
walker2018b_1546342_lineage1.2.1.2.1_strain1	ERR2516789;ERR2516892	0	0	node23	ERR2517183	74
walker2018b_RIVM_214_lineage1.2.2.2_strain1	ERR2517185;ERR2517195	1	1	node378	ERR114452	151
01397178-fa4b-446d-80ea-ed8b35e6448d_lineage2.2.1_strain1	SRR13232492;SRR13232493;SRR13232674	0	0	node11759	SRR10397136	25
0360dd8c-8f35-4cfe-bc74-8209bf62a749_lineage2.2.1_strain1	SRR10380021;SRR3743384	0	0	node11035	SRR10379898	28
04279764-7a97-45c4-a6d6-b12fda1fb0f8_lineage2.2.1_strain1	SRR1158929;SRR1159167	0	0	node8296	SRR5486885	18
06b091f4-d2cd-4a44-9e5f-1ccdca71dd71_lineage2.2.1_strain1	SRR3743373;SRR6807681	6	6	node7683	SRR5153841	32
07836591-e11a-4809-8893-94c3b423e8b2_lineage2.2.1_strain1	SRR3743492;SRR6807763	4	4	node6451	SRR10379969	14
0b56b650-1567-4120-9f99-d9d9f2062ade_lineage2.2.1_strain1	SRR7516372;SRR7516375	0	0	node8083	SRR7516338	14
0cb877e3-4ab6-4622-90b5-31e29491966c_lineage2.2.1_strain1	SRR13232505;SRR13232778	5	5	node11367	SRR13232460	11
0e88cecd-1491-47fd-8959-5e888b4d9144_lineage2.2.1_strain1	SRR13232512;SRR13232700;SRR13232763	0	0	node11456	SRR13232754	11
158a815c-bc74-4841-b4d0-23305046dd15_lineage2.2.1_strain1	SRR13232750;SRR13232765;SRR13232780	0	0	node10906	SRR6458456	11
173881fe-58f4-449a-97b3-7bdb8bc25410_lineage2.2.1_strain1	SRR1163025;SRR1163121	0	0	node11241	SRR1169132	14
174b45a1-798b-4348-8c86-84992eb6363d_lineage2.2.1_strain1	SRR7516338;SRR7516339	0	0	node8073	SRR11033701	66
1757e462-bc01-48bb-94c3-fdbc9d277756_lineage2.2.1_strain1	SRR13232732;SRR13232733	0	0	node10446	SRR10303337	14
1828ec9b-0651-423c-a31a-fa04289d7582_lineage2.2.1_strain1	SRR10397182;SRR7516358	0	0	node10202	SRR13232408	14
1e93d0f8-4bd2-4423-b418-7cd49b7487b8_lineage2.2.1_strain1	SRR6458403;SRR6458412;SRR6458460	0	0	node11205	SRR13232684	12
2110f02b-36a4-4b54-93d9-761cec018a33_lineage2.2.1_strain1	SRR3743407;SRR6807760	0	0	node6482	SRR10379977	14
21e2beda-b33b-4acb-9633-91f991274a86_lineage2.2.1_strain1	SRR13312523;SRR13312524;SRR13312526;SRR13312527;SRR13312528;SRR13312529;SRR5153322;SRR7516340	0	3	node6661	SRR5153326	13
234e74df-9904-418d-8252-7a02c6a4ecb7_lineage2.2.1_strain1	SRR3743375;SRR6807686	1	1	node10798	SRR6356987	38
23b28df4-696e-4358-819e-b1c5b9940c74_lineage2.2.1_strain1	SRR10380114;SRR10380115	1	1	node7908	SRR10380140	15
24c6e10a-fc34-4057-b6b4-b51e1475f3be_lineage2.2.1_strain1	SRR13232782;SRR13232783	0	0	node6577	SRR13232442	32
26613860-bbe2-45ad-ae8e-48e12e26730d_lineage2.2.1_strain1	SRR7516352;SRR7516355	0	0	node7488	SRR16088017	20
280f46a5-7f33-407b-9e1d-e37f1d1f879b_lineage2.2.1_strain1	SRR13232521;SRR13232522	3	3	node8219	SRR13232785	23
2951753f-3c56-4d1f-a27c-b5c19ef0891b_lineage2.2.1_strain1	SRR10380249;SRR10380250	0	0	node7289	SRR10380145	12
299e91a6-ab5d-4a35-83c3-8e4f83952d13_lineage2.2.1_strain1	SRR7516325;SRR7516326	0	0	node8079	SRR7516375	21
29ef5100-41d6-42c0-b039-90c3f79c269e_lineage2.2.1_strain1	SRR7516380;SRR7516384;SRR7516385;SRR7516386;SRR7516387	0	0	node8579	SRR10397112	17
2c5916d1-18c8-46f1-b126-235a62fab14d_lineage2.2.1_strain1	SRR13232689;SRR13232694	0	0	node10432	SRR13232673	17
2e8369da-2ce6-4d56-9cdc-de107eefdc95_lineage2.2.1_strain1	SRR10380104;SRR10380105	3	3	node8639	SRR3743393	15
304dca9c-1beb-4ab8-a83f-c0c95587fbe0_lineage2.2.1_strain1	SRR13232516;SRR13232758	0	0	node8509	SRR6458401	12
32348ea2-cfc7-4b7f-8172-5c40b2c81647_lineage2.2.1_strain1	SRR5153221;SRR5153265	0	0	node11700	SRR5153318	20
334b8b20-63c2-44ec-a8f3-3feeea4a41c0_lineage2.2.1_strain1	SRR13232511;SRR13232519	0	0	node11540	SRR1162542	13
373d6594-9ba8-468d-a59b-9e8b9a6fdace_lineage2.2.1_strain1	SRR3544727;SRR5153276	0	0	node10636	SRR7655786	11
39ec59d6-8f9c-470c-a4ff-95fbfd5e4add_lineage2.2.1_strain1	SRR10379946;SRR10379947	5	5	node7095	SRR11033750	12
3a4a5a99-b9c7-44bf-a6fb-3f43c4ce31df_lineage2.2.1_strain1	SRR7516304;SRR7516305	0	0	node8460	SRR10380248	26
3c318b7e-1116-4fc8-aa72-94d33dc9950e_lineage2.2.1_strain1	SRR1158898;SRR1163050	1	1	node11181	SRR13232684	14
3c4b8cf4-baf8-4485-90a2-4de5932056b2_lineage2.2.1_strain1	SRR13232508;SRR13232766	0	0	node6470	SRR13232636	12
3f117e91-cdda-4cd0-bcf6-8ad6963990a1_lineage2.2.1_strain1	SRR7516401;SRR7516406	0	0	node10189	SRR13232408	13
4009160e-1bc2-4d99-9a3e-5e10fe503853_lineage2.2.1_strain1	SRR5153262;SRR7516343	0	0	node11022	SRR6807703	23
