host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
nimmo2020_K0046_lineage4.4.1.1.1_strain1	SRR10315700;SRR10315702;SRR11349178;SRR9971376	0	0	node1286	SRR10315561	51
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR10315733;SRR11349156;SRR11349160;SRR11349161;SRR11349171;SRR9971282	0	1	node1257	SRR10315585	15
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR10315725;SRR10315726;SRR10315727;SRR11349154;SRR9971283	0	0	node1243	SRR10315585	12
nimmo2020_K0088_lineage4.4.1.1.1_strain1	SRR10315660;SRR11349138;SRR9971068	0	0	node1290	SRR10315700	11
nimmo2020_K0100_lineage4.4.1.1.1_strain1	SRR10315642;SRR10315644	0	0	node1275	SRR10315585	15
nimmo2020_P0005_lineage4.4.1.1_strain1	SRR9971316;SRR9971365;SRR9971366	0	0	node503	SRR9971052	11
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971042;SRR9971043;SRR9971044;SRR9971193;SRR9971242	0	1	node1042	SRR9971363	38
nimmo2020_P0081_lineage4.4.1.1_strain1	SRR10315616;SRR9971188	0	0	node508	ERR171134	89
nimmo2020_P3427_lineage4.4.1.1.1_strain1	SRR10315585;SRR10315586	0	0	node1232	SRR10315561	51
nimmo2020_R0012_lineage4.4.1.1.1_strain1	SRR10315578;SRR9971103	0	0	node1067	SRR9971008	40
nimmo2020_R0038_lineage4.4.1.1.1_strain1	SRR10315561;SRR9971292	0	0	node1305	SRR11349210	51
perez-lago2021_21_lineage4.4.1.1_strain1	ERR4972473;ERR4972547	5	5	node1002	ERR171140	154
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063106;ERR3063107;ERR3063108;ERR3063109;ERR3063110;ERR3063111;ERR3063112;ERR3063118;ERR3063119;ERR3063120;ERR3063121;ERR3063122;ERR3063123;ERR3063124;ERR3063125;ERR3063126;ERR3063127;ERR3063128;ERR3063129;ERR3063130	0	7	node317	ERR2517241	180
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063113;ERR3063114;ERR3063115;ERR3063116;ERR3063117	0	0	node328	ERR2517241	181
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063131;ERR3063132;ERR3063133;ERR3063134;ERR3063135;ERR3063136	0	1	node319	ERR2517241	181
ssengooba2016b_P10_lineage4.4.1.1_strain1	ERR990533;ERR990534	0	0	node303	ERR990547	16
ssengooba2016b_P5_lineage4.4.1.1_strain1	ERR990547;ERR990548	0	0	node300	ERR990533	16
ssengooba2016b_P9_lineage4.4.1.1_strain1	ERR990555;ERR990556	0	0	node296	ERR990547	37
walker2013_P000011_lineage4.4.1.1_strain1	ERR046897;ERR046901	0	0	node385	ERR2517537	42
walker2013_P000232_lineage4.4.2_strain1	ERR046892;ERR046935	0	0	node220	ERR171165	26
