host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
guerra2014_KPS_28_lineage1.1.3.2_strain1	ERR161063;ERR181910	0	0	node968	ERR216904	132
guerra2014_KPS_66_lineage1.1.2_strain1	ERR161106;ERR181971	2	2	node25	ERR176597	112
shanmugam2021_P01_lineage1.1.2_strain1	SRR11348215;SRR11348216	2	2	node305	ERR330696	208
shanmugam2021_P07_lineage1.1.2_strain1	SRR11348211;SRR11348212	0	0	node570	ERR046855	97
shanmugam2021_P08_lineage1.1.2_strain1	SRR11348209;SRR11348210	2	2	node295	ERR228279	172
shanmugam2021_P09_lineage1.1.2_strain1	SRR11348207;SRR11348208	1	1	node241	ERR117675	153
shanmugam2021_P11_lineage1.1.2_strain1	SRR11348202;SRR11348203	0	0	node586	SRR11348179	153
shanmugam2021_P15_lineage1.1.2_strain1	SRR11348194;SRR11348195	0	0	node248	SRR11348197	180
shanmugam2021_P16_lineage1.1.2_strain1	SRR11348191;SRR11348192	0	0	node252	SRR11348144	156
shanmugam2021_P18_lineage1.1.2_strain1	SRR11348187;SRR11348188	1	1	node267	SRR11348166	124
shanmugam2021_P30_lineage1.1.2_strain1	SRR11348161;SRR11348162	0	0	node344	SRR11348164	203
shanmugam2021_P34_lineage1.1.2_strain1	SRR11348152;SRR11348153	1	1	node174	ERR123934	154
shanmugam2021_P41_lineage1.1.2_strain1	SRR11348139;SRR11348140	1	1	node209	ERR2516986	145
walker2013_P000033_lineage1.1.2_strain1	ERR046832;ERR046900	0	0	node230	SRR11348198	164
walker2013_P000056_lineage1.1.2_strain1	ERR046905;ERR046907;ERR046915	0	1	node426	ERR270776	288
walker2013_P000180_lineage1.1.2_strain1	ERR046855;ERR046856	3	3	node574	SRR11348156	133
walker2013_P000202_lineage1.1.2_strain1	ERR046849;ERR046891	0	0	node552	ERR221575	61
walker2013_P000268_lineage1.1.2_strain1	ERR047001;ERR047002	0	0	node363	ERR403371	134
walker2018b_ 890166_lineage1.1.3.1_strain1	ERR2516763;ERR2516833;ERR2516881	0	0	node827	ERR123940	171
walker2018b_ 976009_lineage1.1.2_strain1	ERR2516941;ERR2517103	0	0	node486	ERR123932	139
walker2018b_1336836_lineage1.1.2_strain1	ERR2516986;ERR2516997	0	0	node206	SRR11348140	145
clark2013_A70196_lineage1.1.2_strain1	ERR040121	no_distances_found	no_distances_found	node449	ERR216976	147
guerra2014_KPS_38_lineage1.1.3.2_strain1	ERR182054	no_distances_found	no_distances_found	node1108	ERR176713	21
guerra2014_KPS_57_lineage1.1.2_strain1	ERR126602	no_distances_found	no_distances_found	node76	ERR386920	183
guerra2014_KPS_61_lineage1.1.2_strain1	ERR176757	no_distances_found	no_distances_found	node459	ERR216976	252
nimmo2020_R0013_lineage1.1.3.2_strain1	SRR10315577	no_distances_found	no_distances_found	node956	ERR161088	96
shanmugam2021_P03_lineage1.1.2_strain1	SRR11348182	no_distances_found	no_distances_found	node128	SRR11348155	275
shanmugam2021_P05_lineage1.1.2_strain1	SRR11348135	no_distances_found	no_distances_found	node285	SRR11348209	172
shanmugam2021_P06_lineage1.1.2_strain1	SRR11348214	no_distances_found	no_distances_found	node280	SRR11348135	197
shanmugam2021_P10_lineage1.1.2_strain1	SRR11348206	no_distances_found	no_distances_found	node215	ERR163954	150
shanmugam2021_P13_lineage1.1.2_strain1	SRR11348199	no_distances_found	no_distances_found	node229	ERR046832	164
shanmugam2021_P14_lineage1.1.2_strain1	SRR11348197	no_distances_found	no_distances_found	node247	SRR11348194	180
shanmugam2021_P22_lineage1.1.2_strain1	SRR11348179	no_distances_found	no_distances_found	node585	SRR11348202	153
shanmugam2021_P24_lineage1.1.2_strain1	SRR11348175	no_distances_found	no_distances_found	node273	SRR11348166	132
shanmugam2021_P33_lineage1.1.2_strain1	SRR11348154	no_distances_found	no_distances_found	node131	ERR2516786	203
shanmugam2021_P37_lineage1.1.2_strain1	SRR11348144	no_distances_found	no_distances_found	node261	ERR270667	158
shanmugam2021_P38_lineage1.1.2_strain1	SRR11348142	no_distances_found	no_distances_found	node260	ERR270667	160
shanmugam2021_P39_lineage1.1.2_strain1	SRR11348137	no_distances_found	no_distances_found	node291	ERR228279	193
UNKNOWN8759_lineage1.1.3.3_strain1	ERR4553411	no_distances_found	no_distances_found	node853	ERR4553740	497
UNKNOWN8762_lineage1.1.3.1_strain1	ERR4553414	no_distances_found	no_distances_found	node650	ERR4553422	106
UNKNOWN8764_lineage1.1.3.1_strain1	ERR4553416	no_distances_found	no_distances_found	node704	ERR4553479	284
UNKNOWN8767_lineage1.1.2_strain1	ERR4553420	no_distances_found	no_distances_found	node123	ERR386951	143
UNKNOWN8769_lineage1.1.3.1_strain1	ERR4553422	no_distances_found	no_distances_found	node651	ERR4553414	106
UNKNOWN8780_lineage1.1.3.1_strain1	ERR4553435	no_distances_found	no_distances_found	node688	ERR4553820	120
UNKNOWN8781_lineage1.1.2_strain1	ERR4553437	no_distances_found	no_distances_found	node4	SRR11348216	342
UNKNOWN8792_lineage1.1.3.1_strain1	ERR4553452	no_distances_found	no_distances_found	node769	ERR230043	247
UNKNOWN8802_lineage1.1.3.1_strain1	ERR4553464	no_distances_found	no_distances_found	node696	ERR4553873	187
UNKNOWN8807_lineage1.1.3.1_strain1	ERR4553469	no_distances_found	no_distances_found	node754	ERR4553719	138
UNKNOWN8811_lineage1.1.3_strain1	ERR4553473	no_distances_found	no_distances_found	node622	ERR4553782	438
UNKNOWN8816_lineage1.1.3.1_strain1	ERR4553479	no_distances_found	no_distances_found	node712	ERR4553766	12
UNKNOWN8819_lineage1.1.3.1_strain1	ERR4553484	no_distances_found	no_distances_found	node801	ERR386815	383
UNKNOWN8825_lineage1.1.3.1_strain1	ERR4553490	no_distances_found	no_distances_found	node685	ERR4553505	161
UNKNOWN8827_lineage1.1.3.1_strain1	ERR4553493	no_distances_found	no_distances_found	node757	ERR4553592	170
UNKNOWN8835_lineage1.1.3.1_strain1	ERR4553503	no_distances_found	no_distances_found	node726	ERR4553797	16
UNKNOWN8837_lineage1.1.3.1_strain1	ERR4553505	no_distances_found	no_distances_found	node686	ERR4553490	161
UNKNOWN8839_lineage1.1.3.1_strain1	ERR4553509	no_distances_found	no_distances_found	node693	ERR4553779	174
UNKNOWN8858_lineage1.1.3.1_strain1	ERR4553530	no_distances_found	no_distances_found	node678	ERR4553435	238
UNKNOWN8867_lineage1.1.3.1_strain1	ERR4553541	no_distances_found	no_distances_found	node748	ERR4553698	141
UNKNOWN8894_lineage1.1.3.1_strain1	ERR4553573	no_distances_found	no_distances_found	node665	ERR4553854	252
UNKNOWN8905_lineage1.1.3.1_strain1	ERR4553587	no_distances_found	no_distances_found	node736	ERR4553843	145
UNKNOWN8909_lineage1.1.3.1_strain1	ERR4553592	no_distances_found	no_distances_found	node758	ERR4553493	170
UNKNOWN8911_lineage1.1.3.1_strain1	ERR4553594	no_distances_found	no_distances_found	node715	ERR4553910	103
UNKNOWN8916_lineage1.1.2_strain1	ERR4553600	no_distances_found	no_distances_found	node468	ERR4553617	185
UNKNOWN8917_lineage1.1.3.1_strain1	ERR4553601	no_distances_found	no_distances_found	node653	ERR4553805	180
UNKNOWN8921_lineage1.1.3.3_strain1	ERR4553605	no_distances_found	no_distances_found	node850	ERR4553644	138
UNKNOWN8923_lineage1.1.3.1_strain1	ERR4553607	no_distances_found	no_distances_found	node749	ERR4553698	139
UNKNOWN8925_lineage1.1.2_strain1	ERR4553610	no_distances_found	no_distances_found	node371	ERR230099	53
UNKNOWN8927_lineage1.1.3.1_strain1	ERR4553612	no_distances_found	no_distances_found	node803	ERR2517508	500
UNKNOWN8928_lineage1.1.3.1_strain1	ERR4553615	no_distances_found	no_distances_found	node818	ERR123933	356
UNKNOWN8930_lineage1.1.2_strain1	ERR4553617	no_distances_found	no_distances_found	node469	ERR4553600	185
UNKNOWN8935_lineage1.1.3_strain1	ERR4553622	no_distances_found	no_distances_found	node634	ERR4553628	13
UNKNOWN8940_lineage1.1.3_strain1	ERR4553628	no_distances_found	no_distances_found	node635	ERR4553622	13
UNKNOWN8943_lineage1.1.3.1_strain1	ERR4553632	no_distances_found	no_distances_found	node734	ERR4553843	146
UNKNOWN8954_lineage1.1.3.1_strain1	ERR4553648	no_distances_found	no_distances_found	node676	ERR072086	180
UNKNOWN8957_lineage1.1.3.1_strain1	ERR4553651	no_distances_found	no_distances_found	node690	ERR4553820	15
UNKNOWN8961_lineage1.1.3.1_strain1	ERR4553655	no_distances_found	no_distances_found	node793	ERR4553707	427
UNKNOWN8984_lineage1.1.2_strain1	ERR4553685	no_distances_found	no_distances_found	node117	ERR4553420	252
UNKNOWN8985_lineage1.1.3.1_strain1	ERR4553686	no_distances_found	no_distances_found	node724	ERR4553797	91
