host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
092ec6ed-51a1-48d2-b140-9403af4bf802_lineage4.2.1_strain1	SRR10379979;SRR5163781	0	0	node1130	SRR6807731	13
1014d30b-99ae-4f65-9dd9-eb53e7f4d37a_lineage4.2.1_strain1	SRR7516429;SRR7516459	0	0	node595	SRR13232424	17
1274a209-b723-4a76-b945-491d1e9da47f_lineage4.2.1_strain1	SRR3743484;SRR6807687	3	3	node904	SRR6807676	12
14df23bf-0a02-4767-88f7-ab9b02d7319a_lineage4.2.1.1_strain1	SRR6807669;SRR6807670	5	5	node407	SRR5153920	21
1bbf3743-855f-4dd1-a719-0a044cd12d4b_lineage4.2.1_strain1	SRR6807731;SRR6807732	7	7	node1134	SRR3743449	15
1cef6c8b-19d2-4161-ab05-d45d30519368_lineage4.2.1_strain1	SRR3743459;SRR6807712	1	1	node1021	SRR10379950	11
1f67461f-b3c3-44bf-a190-059f76a488a2_lineage4.2.1_strain1	SRR3743491;SRR6807759	0	0	node945	SRR10379941	12
31b5105c-91e1-4d10-bc57-b46f25f4dc95_lineage4.2.1_strain1	SRR10380013;SRR10380014	0	0	node805	SRR10380037	11
33baf186-5d13-4052-abdd-48eafaa46f00_lineage4.2.1_strain1	SRR3743394;SRR6807684	3	3	node1085	SRR5153882	13
34339efd-24b8-44c7-8f7f-321a80b28577_lineage4.2.1_strain1	SRR10379978;SRR3743398	2	2	node875	SRR10380076	13
3aa13b89-9c43-405a-bcd4-94cf1703c3f3_lineage4.2.1_strain1	SRR3743437;SRR6807689	2	2	node810	SRR10380076	16
3fc8fa2b-ca48-47db-83ee-e1af7e78058e_lineage4.2.1_strain1	SRR6807735;SRR6807736	0	0	node797	SRR10380076	13
4825f078-70c5-42bf-ab5a-cfdaeb784a71_lineage4.2.1_strain1	SRR3743403;SRR6807716	0	0	node1152	SRR10380040	11
49228d5b-1745-49ee-8960-c5c861a21db3_lineage4.2.1_strain1	SRR10380165;SRR10380166	2	2	node833	SRR6807711	11
4a359c8e-be74-4f42-accc-99e3208cec6b_lineage4.2.1_strain1	SRR10379876;SRR10379877	0	0	node1174	SRR10379950	12
4ec79465-c741-4ff1-8c58-c58aa0b6e6e9_lineage4.2.1.1_strain1	SRR10379900;SRR10379901	2	2	node431	SRR10380075	12
504c54c5-3734-4151-a859-21d6dc725e24_lineage4.2.1_strain1	SRR10379953;SRR10379955	4	4	node1044	SRR5153882	11
56758781-119a-40e1-907b-98a118836cf1_lineage4.2.1_strain1	SRR6807691;SRR6807692	3	3	node768	SRR10380138	13
56f15132-4a86-49da-ae0e-fcbcbc5f6d27_lineage4.2.1_strain1	SRR5153921;SRR6807757	5	5	node926	SRR10380117	12
5b517fef-a274-4e52-8401-e52c7ea4b4c8_lineage4.2.1_strain1	SRR10380041;SRR10380052	0	0	node978	SRR13232554	17
65d72352-4db4-4b29-9368-9047690a5e7b_lineage4.2.1_strain1	SRR10380070;SRR10380071	0	0	node830	ERR2510688	21
69abafe6-82df-4f6b-ae05-8365d8acf565_lineage4.2.1_strain1	SRR3743402;SRR6807702	2	2	node1094	SRR10380240	13
6caff9be-7741-48bb-9281-1786a56ff6f4_lineage4.2.1_strain1	SRR3743486;SRR6807742	5	5	node843	SRR10380076	11
6e2adddd-f9c1-492c-9a57-b4de0d39be69_lineage4.2.1_strain1	SRR3743390;SRR6807711	2	2	node826	ERR2510688	24
71c5d846-a0b3-491e-aa87-75ce6d96bce7_lineage4.2.1_strain1	SRR10379948;SRR10379949	1	1	node751	SRR10380017	11
7777b9bd-edf4-454b-847d-622186963cb1_lineage4.2.1_strain1	SRR10379912;SRR10379913	0	0	node787	SRR10380213	21
789f1880-7525-4189-b702-455b1c00feb2_lineage4.2.1_strain1	SRR10380002;SRR10380003	2	2	node984	SRR10380039	11
802e5a96-d20b-43c9-912f-7ec9f50e8b78_lineage4.2.1_strain1	SRR10380147;SRR10380148	0	0	node1012	SRR10380076	13
890d2225-30ce-43c0-baf6-58983e9db27b_lineage4.2.1_strain1	SRR10380085;SRR10380097	1	1	node780	SRR10380076	15
894f8d48-9835-488e-9c13-03fafa5c6649_lineage4.2.1_strain1	SRR16088076;SRR16088376	0	0	node542	SRR16087993	116
92c91227-a874-4886-99be-c62df8fd2058_lineage4.2.1.1_strain1	SRR10380090;SRR10380091	0	0	node421	SRR10380156	13
ac048c9d-10b0-49ce-a993-faa9145f25f9_lineage4.2.1.1_strain1	SRR10380058;SRR10380059	0	0	node440	SRR16088547	52
b86d252a-20da-42e1-aebb-c27e4092b0b1_lineage4.2.1_strain1	SRR3743391;SRR5153835	0	0	node746	SRR10380017	15
b9b9a0bf-15e0-4c10-8d0c-35f6675ea806_lineage4.2.1_strain1	SRR10380160;SRR10380161	5	5	node907	SRR10380076	14
b9d640db-3546-496c-862d-21e79d78d419_lineage4.2.1_strain1	SRR10380009;SRR10380010	0	0	node885	SRR10380093	11
ba7ab977-d478-4526-8828-22d63e53fe99_lineage4.2.1_strain1	SRR5153838;SRR6807714	3	3	node603	SRR10380012	13
baca1a2e-398a-421d-9a54-4b4b601ccf11_lineage4.2.1_strain1	SRR10379956;SRR10379957	4	4	node753	SRR10380017	13
bec56f16-a5f3-4338-b978-995aec3fd6c9_lineage4.2.1_strain1	SRR10380118;SRR10380120	4	4	node1034	SRR10380076	14
c0d820fa-74d9-4ba2-b05a-e0887624f833_lineage4.2.1_strain1	SRR10380004;SRR10380005	0	0	node992	SRR10380039	12
c4d50463-a287-4bc0-b507-2f48ee59f68a_lineage4.2.1_strain1	SRR3743498;SRR6807718	0	0	node893	ERR2510664	12
c6675e25-7550-4510-ae77-b3b3ec953492_lineage4.2.1_strain1	SRR3743382;SRR6807713	1	1	node864	SRR10380093	16
c961232e-393d-4e77-8ef4-b9eaf4bbd03f_lineage4.2.1.1_strain1	SRR10380251;SRR10380252	1	1	node363	SRR6458459	15
caa05a98-db7a-46be-a395-cdfb53d50a16_lineage4.2.1_strain1	SRR10379932;SRR10380253	1	1	node800	SRR10380037	12
ce93e57c-1707-42f1-a523-a2a68df22c36_lineage4.2.1_strain1	SRR3743472;SRR6807690	0	0	node1089	SRR6807702	16
d424acd0-9572-4fb4-931b-6672a4e3332b_lineage4.2.1_strain1	SRR5153846;SRR5153860	1	1	node1057	SRR3743435	35
da97a593-c231-49d7-80f4-ae21f3292de8_lineage4.2.1_strain1	SRR3743385;SRR6807755	0	0	node1070	SRR5153882	11
dfc45eb5-5488-4ccb-aab9-39c22453a791_lineage4.2.1_strain1	SRR10379889;SRR10379890	1	1	node731	SRR5153230	17
e2949f4d-929b-42a1-b470-1ea25f1d4f59_lineage4.2.1_strain1	SRR10380022;SRR3743396	2	2	node775	SRR10380017	14
ea5f96dc-c56e-4ca4-ba72-b70e6f0e2185_lineage4.2.1_strain1	SRR10380018;SRR3743389	1	1	node1019	SRR10380076	15
eac4fbf3-6270-4305-ac40-67a3aeed707d_lineage4.2.1_strain1	SRR10380121;SRR10380122	4	4	node718	SRR5153230	18
eb3fe5b1-165a-4ece-a5d1-09c55f86377d_lineage4.2.1_strain1	SRR10379916;SRR10379917	4	4	node1015	SRR10380076	14
eb8e3a29-2b24-4f8a-858c-25d6cc9aaf61_lineage4.2.1.1_strain1	SRR10380153;SRR10380154	1	1	node413	SRR5153920	21
ebd165c7-a87a-4e42-bdea-dad8f5ddb27c_lineage4.2.1.1_strain1	SRR5153880;SRR5153881	0	0	node409	SRR5153920	21
f20f347e-0ab8-4b27-b7ff-cf31accf57ad_lineage4.2.1_strain1	SRR10379982;SRR5153910	4	4	node1063	SRR10379950	13
f5ccfdc0-74fe-4c9d-913e-27c80d10fafe_lineage4.2.1_strain1	SRR6807693;SRR6807694	3	3	node1028	SRR3743460	11
f788a073-6179-4af7-8706-31ecefdf4516_lineage4.2.1_strain1	SRR3743378;SRR3743381	3	3	node938	SRR5153865	12
f836de48-31e2-4a39-ae66-cab9ef6a8f0e_lineage4.2.1_strain1	SRR5153854;SRR6807679	0	0	node1157	SRR6807716	11
hu2021_ADR17_lineage4.2.2_strain1	SRR13423561;SRR13423567	9	9	node19	ERR2517222	200
liu2020_F_lineage4.2.2_strain1	ERR3559274;ERR3559277;ERR3559278;ERR3559279;ERR3559280;ERR3559281;ERR3559282;ERR3559284;ERR3559285;ERR3559286;ERR3559290;ERR3559291;ERR3559292;ERR3559294;ERR3559295;ERR3559296;ERR3559297;ERR3559298;ERR3559299;ERR3559300;ERR3559301;ERR3559302;ERR3559304;ERR3559305;ERR3559306;ERR3559307;ERR3561760	0	4	node27	ERR2517609	220
walker2013_P000156_lineage4.2.2_strain1	ERR025842;ERR025843;ERR025844;ERR025846;ERR039345;ERR046922;ERR072095	0	3	node289	ERR230058	260
walker2018b_1240396_lineage4.2.2.2_strain1	ERR2516914;ERR2517069	0	0	node195	ERR2517379	36
walker2018b_1465205_lineage4.2.2_strain1	ERR2516884;ERR2516924	0	0	node285	ERR230058	282
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1163393;SRR1169079;SRR1172200	0	1	node466	SRR6807745	72
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1162521;SRR1181075;SRR1181288	0	0	node384	SRR16088387	96
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1163347;SRR1169054;SRR1172184	0	0	node482	SRR16088133	103
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1162956;SRR1163422;SRR1169034;SRR1172455	0	2	node355	SRR10380223	103
wollenberg2017_75_lineage4.2.1_strain1	SRR1163430;SRR1169095;SRR1172100	0	0	node557	SRR16088519	94
wollenberg2017_82_lineage4.2.1_strain1	SRR1180997;SRR1181126	0	0	node662	SRR10380086	117
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1163371;SRR1168991;SRR1172224	0	1	node452	SRR16088547	51
00748d3e-4777-4d38-b649-be5db14934a3_lineage4.2.1_strain1	SRR10379906	no_distances_found	no_distances_found	node869	SRR3743412	16
0151bb49-a399-467c-932b-959628d0afc7_lineage4.2.1.1_strain1	SRR16087995	no_distances_found	no_distances_found	node378	SRR16088487	91
035753c7-f745-46ed-9f9c-78caabdc4475_lineage4.2.1.1_strain1	SRR16088394	no_distances_found	no_distances_found	node349	SRR16088311	11
03cdb061-5452-473f-bcf9-ebc4336304f9_lineage4.2.1.1_strain1	SRR1159310	no_distances_found	no_distances_found	node386	SRR16088387	97
047003c0-9866-41c6-ad91-c4d61eca434e_lineage4.2.1.1_strain1	SRR16088576	no_distances_found	no_distances_found	node505	SRR10397181	33
04bd10a5-bd17-4e65-85f0-a8f27f2b073d_lineage4.2.1_strain1	SRR11033618	no_distances_found	no_distances_found	node540	SRR16088376	123
05a27cc2-40c4-4d50-ad14-440a8b2a5f02_lineage4.2.1.1_strain1	SRR16088233	no_distances_found	no_distances_found	node523	SRR10303305	225
05be0f1a-777c-400e-b019-99daa0daac6c_lineage4.2.1_strain1	SRR3743434	no_distances_found	no_distances_found	node824	ERR2510688	23
077e2719-45d3-4b59-8c18-3c7c80e4ea67_lineage4.2.1_strain1	SRR9738546	no_distances_found	no_distances_found	node975	SRR10380076	18
096355b6-8478-4bbb-9663-771440a2b053_lineage4.2.1.1_strain1	SRR16088547	no_distances_found	no_distances_found	node451	SRR1168991	51
0a7f620b-b830-4a81-ba37-65affd724493_lineage4.2.1_strain1	SRR5153882	no_distances_found	no_distances_found	node1084	SRR6807684	13
0acbd214-f564-4209-872e-ccd56a3eeb8a_lineage4.2.1_strain1	SRR10397254	no_distances_found	no_distances_found	node535	SRR16088376	117
0cc6bfbf-3cce-4ef9-b486-c20ea64047ce_lineage4.2.1_strain1	SRR10380213	no_distances_found	no_distances_found	node786	SRR10379912	21
0ec1aa09-dc89-46f3-84fa-c845ef6e03b5_lineage4.2.1.1_strain1	SRR10380001	no_distances_found	no_distances_found	node430	SRR10380075	20
