host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
0da2f9a1-bdfa-4a4d-b5d1-a838a4aed2e4_lineage4.1.2.1_strain1	SRR16088283;SRR16088294	0	0	node1911	ERR2510760	143
11b4ea9c-7c41-4b3c-9e0d-819f4ac830ee_lineage4.1.2.1_strain1	SRR10380210;SRR10380212	2	2	node1839	SRR11444293	78
3948afe2-154f-4829-bfe7-bec14b3f8735_lineage4.1.2.1_strain1	SRR1162997;SRR1163073	0	0	node2349	SRR1168976	21
50ead9fa-3103-41ef-b4fc-fdda5756091d_lineage4.1.2.1_strain1	SRR3544738;SRR5153132	0	0	node2366	SRR10379888	76
83acb05c-aea7-4ceb-9eef-f1fa5b4e2d69_lineage4.1.2.1_strain1	SRR5153918;SRR5153922	2	2	node1687	ERR181823	153
872de6a9-10f5-43ce-9bd1-c2e1a0905c9c_lineage4.1.2.1_strain1	SRR11033673;SRR11033704	0	0	node1665	ERR2791552	170
91c67359-dbde-4cfd-b9ea-12d40b6cd845_lineage4.1.2.1_strain1	SRR10380195;SRR10380198	1	1	node2798	ERR2510420	122
98604747-4a5b-4c99-b2b0-fa0179c287d9_lineage4.1.2.1_strain1	SRR13232753;SRR13232767	2	2	node2362	SRR1163173	13
asare2021_RL020_lineage4.1.2.1_strain1	SRR11461651;SRR11461681	0	0	node2405	SRR11461689	81
asare2021_RL025_lineage4.1.3_strain1	SRR11444205;SRR11461690	1	1	node1389	SRR11444101	20
asare2021_RL029_lineage4.1.3_strain1	SRR11444249;SRR11461699	0	0	node1410	SRR11444207	12
asare2021_RL036_lineage4.1.2.1_strain1	SRR11461658;SRR11461689	0	0	node2402	SRR11461651	81
cancino2019_patientX_lineage4.1.2.1_strain1	ERR2099775;ERR2099776;ERR2099777;ERR2099778;ERR2099781;ERR2099782;ERR2099783;ERR2099784;ERR2099785;ERR2099786;ERR2099787;ERR2099788;ERR2099789;ERR2099790;ERR2099791	0	13	node2744	ERR2099779	12
clark2013_A70763_lineage4.1.1.3_strain1	ERR038751;ERR038755	0	0	node667	ERR387061	52
cox2021_-2405703203995049866_lineage4.1.1.3_strain1	ERR6052103;ERR6052107	0	0	node604	ERR4896323	18
cox2021_-5002772595886858472_lineage4.1.1.3_strain1	ERR6362149;ERR6362152	0	0	node367	ERR6362080	61
cox2021_-5439888922750032239_lineage4.1.1.3_strain1	ERR6362259;ERR6362771	0	0	node575	ERR6362226	13
cox2021_-7428126490253323819_lineage4.1.1.3_strain1	ERR6052071;ERR6052076	0	0	node657	ERR6362757	16
cox2021_-978966333604973797_lineage4.1.1.3_strain1	ERR6052043;ERR6052053	0	0	node227	ERR6362026	12
cox2021_3282446535737829692_lineage4.1.1.3_strain1	ERR6052027;ERR6052059	0	0	node184	ERR1750930	55
cox2021_8663135302622198480_lineage4.1.1.3_strain1	ERR6052025;ERR6052096	0	0	node423	ERR176728	132
da96eba1-2c2b-43d3-8dff-c6be74ccabc2_lineage4.1.2.1_strain1	SRR16087972;SRR16087973	0	0	node1875	SRR16088511	30
dippenaara2019_11_lineage4.1.1.3_strain1	ERR3340713;ERR3340731	0	0	node696	ERR5987228	16
dippenaara2019_12_lineage4.1.1.3_strain1	ERR3340707;ERR3340716	0	0	node716	ERR108135	11
dippenaara2019_13_lineage4.1.1.3_strain1	ERR3340711;ERR3340717	0	0	node284	ERR5987362	52
dippenaara2019_14_lineage4.1.1.3_strain1	ERR3340720;ERR3340743	1	1	node700	ERR5987228	14
dippenaara2019_15_lineage4.1.1.3_strain1	ERR3340737;ERR3340745	2	2	node709	ERR108135	14
dippenaara2019_19_lineage4.1.1.3_strain1	ERR3340696;ERR3340722	0	0	node542	ERR970448	38
dippenaara2019_21_lineage4.1.1.3_strain1	ERR3340733;ERR3340742	2	2	node724	ERR6362164	14
dippenaara2019_22_lineage4.1.1.3_strain1	ERR3340719;ERR3340730	0	0	node546	ERR970448	32
dippenaara2019_24_lineage4.1.1.3_strain1	ERR3340712;ERR3340724	0	0	node280	ERR5987362	52
guerra2014_KPS_20_lineage4.1.2_strain1	ERR163986;ERR182014	1	1	node1558	ERR779668	12
guerra2014_KPS_83_lineage4.1.1.3_strain1	ERR181827;ERR212156	0	0	node619	ERR181742	12
guerra2014_KPS_84_lineage4.1.2.1_strain1	ERR473307;ERR736847	0	0	node2253	ERR190358	23
lieberman2016_P15_lineage4.1.2_strain1	SRR4033090;SRR4033091;SRR4033092;SRR4033094;SRR4033095;SRR4033096;SRR4033097;SRR4033098;SRR4033099;SRR4033102;SRR4033103;SRR4033105;SRR4033106;SRR4033107;SRR4033108;SRR4033109;SRR4033110;SRR4033111;SRR4033113;SRR4033114;SRR4033115;SRR4033116;SRR4033118;SRR4033119;SRR4033120;SRR4033121;SRR4033122;SRR4033124;SRR4033125;SRR4033126;SRR4033127;SRR4033128;SRR4033129;SRR4033130;SRR4033132;SRR4033133;SRR4033135;SRR4033136;SRR4033137;SRR4033138;SRR4033139;SRR4033140;SRR4033141;SRR4033142;SRR4033143;SRR4033144;SRR4033146;SRR4033147;SRR4033148;SRR4033149;SRR4033150;SRR4033151;SRR4033553;SRR4033554;SRR4033556;SRR4033557;SRR4033558;SRR4033559;SRR4033560;SRR4033561;SRR4033562;SRR4033563;SRR4033564;SRR4033565;SRR4033567;SRR4033568;SRR4033569;SRR4033570;SRR4033571;SRR4033572;SRR4033573;SRR4033574;SRR4033575;SRR4033576;SRR4033578;SRR4033579;SRR4033580;SRR4033581;SRR4033582;SRR4033583;SRR4033584;SRR4033585;SRR4033586;SRR4033587;SRR4033589;SRR4033590;SRR4033591;SRR4033593;SRR4033594;SRR4033595;SRR4033596;SRR4033597;SRR4033598	0	358	node2927	ERR2791538	190
lieberman2016_P23_lineage4.1.2_strain1	SRR4035669;SRR4035670;SRR4035671;SRR4035673;SRR4035683;SRR4035701;SRR4035703;SRR4035704;SRR4035706;SRR4035707;SRR4035708;SRR4035710;SRR4035711;SRR4035712;SRR4035713;SRR4035715;SRR4035716;SRR4035717;SRR4035718;SRR4035719;SRR4035723;SRR4035724;SRR4035725;SRR4035726;SRR4035727;SRR4035728;SRR4035729;SRR4035730;SRR4035732;SRR4035734;SRR4035735;SRR4035736;SRR4035738;SRR4035739;SRR4035740;SRR4035741;SRR4035743;SRR4035744;SRR4035746;SRR4035747;SRR4035748;SRR4035749;SRR4035750;SRR4035751;SRR4035752;SRR4035755;SRR4035756;SRR4035757;SRR4035759;SRR4035760;SRR4035761;SRR4035762;SRR4035763;SRR4035764;SRR4035766;SRR4035768;SRR4035770;SRR4035771;SRR4035773;SRR4035774;SRR4035775;SRR4035777;SRR4035778;SRR4035779;SRR4035780;SRR4035781;SRR4035782;SRR4035783;SRR4035784;SRR4035785;SRR4035788;SRR4035790;SRR4035791;SRR4035793;SRR4035794;SRR4035796;SRR4035801;SRR4035802;SRR4035803;SRR4035804;SRR4035805;SRR4035806;SRR4035808;SRR4035810;SRR4035811;SRR4035813;SRR4035814;SRR4035815;SRR4035816;SRR4035818;SRR4035819;SRR4035821;SRR4035822;SRR4035823;SRR4035824;SRR4035825;SRR4035826;SRR4035827;SRR4035828;SRR4035830;SRR4035835;SRR4035836;SRR4035837;SRR4035838;SRR4035839;SRR4035840;SRR4035841;SRR4035843;SRR4035845	0	8	node3557	ERR108138	39
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034149;SRR4034161;SRR4034630;SRR4034633;SRR4034636;SRR4034637;SRR4034644	0	5	node192	SRR11349201	61
