host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
1eb16890-7a12-439c-aa59-ea80fc2a876f_lineage4.8_strain1	SRR10380208;SRR10380220	1	1	node694	SRR3743387	21
2d32b0fe-6caf-4446-9f16-2ab65a5ffb08_lineage4.8_strain1	SRR10379960;SRR10379961	0	0	node941	SRR10380141	11
3cdebd14-fde1-4fa9-a7cd-8bc3e42433e6_lineage4.8_strain1	SRR10397205;SRR10397216	0	0	node782	SRR1169124	115
3fbffca8-1062-4256-b722-821d8e4449a5_lineage4.8_strain1	SRR16088241;SRR16088476	4	4	node2279	SRR11033723	11
4b27abc2-b9e3-4396-885a-ab5d4e554735_lineage4.8_strain1	SRR10379892;SRR10379893;SRR10379975	0	0	node1157	SRR5153213	94
4d4a835e-01be-4507-b142-a170a95f7c8f_lineage4.8_strain1	SRR5153836;SRR5153851	0	0	node2216	ERR228243	143
51b66ee3-0543-4612-873d-6269622e8ee2_lineage4.8_strain1	SRR10397124;SRR7516306;SRR7516450	1	3	node1029	SRR16088370	85
5b08ba17-b701-466a-aa48-b304f6a7a0e5_lineage4.8_strain1	SRR7516350;SRR7516351	0	0	node825	SRR16088165	20
761a277b-c802-4230-a14e-b434d1d2af3e_lineage4.8_strain1	SRR1159038;SRR1159687	0	0	node2013	SRR16088362	100
76628000-733d-4b33-9a5d-0ec7d54cf79a_lineage4.8_strain1	SRR5152928;SRR7516457	0	0	node2245	ERR4553722	112
785356a5-08f4-4f15-813c-40a4a50d2bf7_lineage4.8_strain1	SRR5153913;SRR5153914	1	1	node1143	SRR5153213	99
7d2bbd8f-b3e3-45b2-9de3-af38cb7a1c50_lineage4.8_strain1	SRR11033592;SRR11033620	0	0	node1706	SRR11033690	14
7f912070-a7d5-490f-a81a-c639519d9b38_lineage4.8_strain1	SRR10379925;SRR10379926	0	0	node1018	SRR5153213	79
b41a3447-35d0-4fd0-9006-bf82f2c5f35d_lineage4.8_strain1	SRR10380231;SRR10380242	5	5	node2317	SRR10379999	103
