host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
walker2018b_1169353_lineage2.2.1_strain1	ERR2517035;ERR2517036;ERR2517037	1	8	node7646	ERR2516741	18
walker2018b_1187395_lineage2.2.1_strain1	ERR2516856;ERR2517052	0	0	node730	SRR12062546	386
walker2018b_1287834_lineage2.2.1_strain1	ERR2516765;ERR2516983	0	0	node10972	ERR294263	11
walker2018b_1293154_lineage2.2.1_strain1	ERR2516872;ERR2517011	0	0	node10967	ERR2517009	11
walker2018b_1296295_lineage2.2.1_strain1	ERR2517071;ERR2517092	0	0	node6429	ERR2517096	18
walker2018b_1298462_lineage2.2.1_strain1	ERR2516795;ERR2516888;ERR2516963	0	1	node2491	ERR2517307	11
walker2018b_1304466_lineage2.2.1_strain1	ERR2516842;ERR2516853;ERR2517046	0	0	node1408	ERR386992	19
walker2018b_1319204_lineage2.2.1_strain1	ERR2516895;ERR2516977	0	0	node8929	ERR2517087	27
walker2018b_1326623_lineage2.2.1_strain1	ERR2516788;ERR2516893	1	1	node8241	ERR2517032	21
walker2018b_1340707_lineage2.2.1_strain1	ERR2516759;ERR2516826;ERR2516866;ERR2516973;ERR2517083	0	1	node8392	SRR6356999	11
walker2018b_1357690_lineage2.2.1_strain1	ERR2516882;ERR2516927	0	0	node11869	ERR2516991	11
walker2018b_1368572_lineage2.2.1_strain1	ERR2517009;ERR2517098	0	0	node10960	ERR2517011	11
walker2018b_1436578_lineage2.2.1.2_strain1	ERR2516906;ERR2516936	0	0	node2532	ERR4553606	18
walker2018b_1473471_lineage2.2.1_strain1	ERR2516785;ERR2516887	0	0	node10031	ERR6362762	14
walker2018b_1474545_lineage2.2.1_strain1	ERR2516822;ERR2517099	1	1	node11850	ERR2516876	17
walker2018b_1512625_lineage2.2.1_strain1	ERR2516748;ERR2516799	0	0	node5988	ERR2516852	50
walker2018b_1551041_lineage2.2.1_strain1	ERR2516916;ERR2516991;ERR2517006	0	0	node11844	ERR2516876	14
walker2018b_1585405_lineage2.2.1_strain1	ERR2516876;ERR2516900	2	2	node11841	ERR2516991	14
walker2018b_SSM_0098-14_lineage2.2.1.1_strain1	ERR2510870;ERR2510871	0	0	node3719	ERR2510305	14
witney2017_012_lineage2.2.1_strain1	ERR1750895;ERR1750896	1	1	node1316	ERR245692	12
witney2017_020_lineage2.2.1_strain1	ERR1750911;ERR1750912	7	7	node1180	ERR245692	35
witney2017_023_lineage2.2.1_strain1	ERR1750917;ERR1750918	0	0	node2453	ERR5987342	24
witney2017_034_lineage2.2.1.1_strain1	ERR1750939;ERR1750940	2	2	node3453	ERR108143	16
